博主,ID,URL,Awesome ID,标题,评论量,分享量,点赞量,收藏量,视频发布时间,采集时间,文案内容,话题分类,销售季节,产品名称,产品卖点,产品版型,产品功能,产品使用场景,用户痛点,一句话卖点,拍摄指导
蕉下官方旗舰店,672,https://www.iesdouyin.com/share/video/7387693009736830258/?region=CN&mid=7387692853465516811&u_code=16c2i54ib&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=1_gywoE5DYFKZiQZjnGOHZhovIkAgoD3YNylYnW4N4A-&share_version=0&ts=1735959079&from_aid=6383&from_ssr=1,7.38769E+18,如此透气的防晒衣居然能做到3s速干！#蕉下官方旗舰店#蕉下官方旗舰店防晒衣#直播,0,5,11,6,2024/7/4 16:22,2025/1/4 10:51,然后给你们看一眼他的一个透气效果他有多透烟就有多透气啊看到没有裤子也是一样的一样透气透气凉感速干三合一上面这个水痕十秒钟之内速干让我不留痕的像今年南方不是多雨水吗北方又干旱然后你出门我的天呐又热又闷又湿天呐这个款姐妹们穿在身上不管是你空气当中湿度高还是自己爱出汗无所谓无所谓一整天下,功能话题；品牌/店铺/达人话题,夏季,透气防晒衣,透气凉感速干三合一；十秒钟速干；不留水痕,无,透气/凉感/速干,湿热天气/日常出行,应对闷热、湿度高的天气,如此透气的防晒衣，3秒速干，轻松应对湿热天气,"{""细节性词汇"":[{""透气效果"":""画面对应透气测试过程""},{""速干效果"":""画面对应水痕快速消失""},{""凉感体验"":""画面对应穿着人士感受""}],""画面性词汇"":[{""透气"":""画面对应烟雾通过衣服散去""},{""速干"":""画面对应滴水后瞬间消失""},{""出门"":""画面对应日常外出场景展示""}],""特效性词汇"":[{""速干"":""特效包装""},{""透气"":""特效包装""},{""凉感"":""特效包装""}],""强调性词汇"":[{""姐妹们"":""字体包装/音效包装""},{""整个世界无所谓"":""字体包装/音效包装""},{""速干不留痕"":""字体包装/音效包装""}]}"
蕉下官方旗舰店,671,https://www.iesdouyin.com/share/video/7387692221518056713/?region=CN&mid=7387692114798283539&u_code=16c2i54ib&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=0mPTKFJLz5YWTJSEFtIpDBgFOA29txnzFogBcpthezk-&share_version=0&ts=1735959079&from_aid=6383&from_ssr=1,7.38769E+18,如此透气的防晒衣算是给蕉下官方旗舰店玩明白了！#蕉下官方旗舰店#蕉下官方旗舰店防晒衣#直播,1,2,3,4,2024/7/4 16:19,2025/1/4 10:51,绿色哈姐妹们给你们展示一下它有多透烟就有多透气看到没有然后现在是湿的十秒后速干像今年南方不是特别多雨水吗对潮啊三十多度然后又特别的潮特别的湿蒸笼式的对这个款就能做到睫毛你不管是空气当中湿度高还是自己爱出汗没事放心穿肉眼可见的出门不会闷不会粘姐妹们然后包括我的裤子也是一样的一样的所以咱们喜欢的可以直接成套去做睫毛这个是宽松版,品牌/店铺/达人话题,夏季,防晒衣,透气性极强，速干功能，适合潮湿环境,宽松版,防晒，透气，速干,户外，湿热天气,夏季潮湿天气下，出门闷热粘腻的问题,速干透气的防晒衣，告别闷热和粘腻感,"{""细节性词汇"":[""透气效果展示——画面对应细节展示"",""速干性能展示——画面对应湿衣变化过程"",""宽松版型展示——画面对应衣服宽松剪裁""],""画面性词汇"":[""出门不会闷——画面对应户外活动"",""十秒后速干——画面对应时间变化"",""不管湿度——画面对应潮湿环境穿着""],""特效性词汇"":[""速干性能——特效包装"",""透气极强——特效包装"",""潮湿不粘——特效包装""],""强调性词汇"":[""速干透气——字体包装/音效包装"",""告别粘腻——字体包装/音效包装"",""蒸笼式天气不怕——字体包装/音效包装""]}"
蕉下官方旗舰店,670,https://www.iesdouyin.com/share/video/7387692072863534386/?region=CN&mid=7387691798040283945&u_code=16c2i54ib&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=8e9EjVDD0sGJKUSwtVcfers.qhjFyUlqwDQ2mDpgOx0-&share_version=0&ts=1735959079&from_aid=6383&from_ssr=1,7.38769E+18,做好全身防晒，在这个夏天白到发光～#蕉下官方旗舰店#防晒#出门必备,0,3,2,2,2024/7/4 16:18,2025/1/4 10:51,"做好全身防晒，在这个夏天白到发光～#蕉下 #防晒 #出门必备
我把帽子细节给你们过完我就开始去给大家过色了，你看里面是不是没有任何白白嫩嫩，你们可以看一下我这个单裙吧，一瞬间都会直接变色的，虽然小一件就能让我们今年这个夏天真正安心的款去入这个要看三号。",功能话题；品牌/店铺/达人话题,夏季,防晒帽和防晒裙,防晒效果显著，让肌肤白嫩；时尚单品；安心防护全身,无具体版型信息,防晒,出门活动,需要高效的防晒产品，在夏天保持皮肤白皙,夏日白皙肌肤必备的防晒帽和裙装,"{""细节性词汇"":[""帽子细节展示——画面对应帽子内部和外观细节展示"",""裙子变色效果展示——画面对应裙子的变色细节"",""没有白白嫩嫩——展示防晒效果画面对比""],""画面性词汇"":[""白到发光——画面对应模特在阳光下展示防晒效果"",""出门必备——画面对应日常出行场景"",""真正安心——画面对应享受户外活动的画面""],""特效性词汇"":[""无"",""无"",""无""],""强调性词汇"":[""夏天白到发光——字体包装/光效包装"",""小一件就能安心——字体包装/音效包装"",""出门必备——字体包装/音效包装""]}"
蕉下官方旗舰店,669,https://www.iesdouyin.com/share/video/7387691838012001546/?region=CN&mid=7387691796123486985&u_code=16c2i54ib&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=1.pZeOj9vGn9nH815t9I.hMP3OMg8UTWiTpXPsZOChQ-&share_version=0&ts=1735959079&from_aid=6383&from_ssr=1,7.38769E+18,防晒力度肉眼可见，认准蕉下官方旗舰店，正在直播中～#防晒衣#蕉下官方旗舰店#夏季必备,1,6,11,4,2024/7/4 16:17,2025/1/4 10:51,这个高领白色给大家来做一个防紫外线测试，夏天很多人买浅色主要担心的就是怕它不够防晒，你看这个很明显啊，我这个单睫毛都不要，一秒钟一瞬间它都会直接变色的。对，虽然小一个，就今年这个夏天，我不管是上班、逛街、穿我还是出去玩，我不需要担心自己会被晒黑，这还是个浅色，就选我这一件啊。,功能话题；品牌/店铺/达人话题,夏季,防晒衣,有效防紫外线，浅色也能提供强力防晒保护,高领设计,防晒,上班/逛街/户外活动,担心浅色衣物不够防晒,防晒力度肉眼可见，浅色随心选择,"{""细节性词汇"":""无"",""画面性词汇"":""防紫外线测试——画面对应实际测试展示 无变色迹象——画面对应用阳光直射衣物 无"",""特效性词汇"":""无"",""强调性词汇"":""防晒力度肉眼可见——字体包装 直接变色——字体包装 浅色防晒——字体包装""}"
蕉下官方旗舰店,668,https://www.iesdouyin.com/share/video/7387311346783620403/?region=CN&mid=7387311307939678986&u_code=16c2i54ib&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=0OcwOl8SjB3PxzBdzg1JNGm_CavJC0CDjzPiuBXErio-&share_version=0&ts=1735959079&from_aid=6383&from_ssr=1,7.38731E+18,想要夏日清凉感，来试试这件#蕉下官方旗舰店防晒衣#夏日穿搭#防晒好物,0,3,4,6,2024/7/3 15:41,2025/1/4 10:51,先看人体温度大概是在三十五点四度对不对三十五度三十五度左右啊再看这款防晒服给大家感受一下它只有二十五度啊瞬间降温十度啊瞬间降温十度左右啊所以买防晒服的姐妹要买到凉感降温的要买到我们家千倍暴晒级别的防晒服的就买这个款就可以穿比不穿更舒服对我,好物话题；场景话题；品牌/店铺/达人话题,夏季,蕉下防晒衣,凉感降温、千倍暴晒级别的防晒效果,无具体信息,防晒、降低体感温度,户外、日常夏日穿搭,需要在夏季期间既能防晒又清凉的服装,凉感降温的千倍暴晒级别防晒衣,"{""细节性词汇"":[""无具体信息"",""无具体信息"",""无具体信息""],""画面性词汇"":[""瞬间降温十度——画面对应温度对比展示"",""防晒效果展示——画面对应户外防晒测试"",""穿比不穿更舒服——画面对应轻松活动镜头""],""特效性词汇"":[""凉感降温——特效包装"",""无具体信息"",""非凡暴晒级别防晒效果——特效包装""],""强调性词汇"":[""千倍暴晒级别——字体包装/音效包装"",""凉感降温——字体包装/音效包装"",""无具体信息""]}"
蕉下官方旗舰店,667,https://www.iesdouyin.com/share/video/7387310771308449061/?region=CN&mid=7387310721761168155&u_code=16c2i54ib&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=0r0WSjnLYH3lUT4TjEmPvJNjFUDkQ1F_4.a5WHKLyiE-&share_version=0&ts=1735959079&from_aid=6383&from_ssr=1,7.38731E+18,3s速干防晒衣，你见过吗#蕉下官方旗舰店#防晒衣#夏日必备,0,3,2,2,2024/7/3 15:38,2025/1/4 10:51,地方姐妹们，现在是一个湿的状态，对不对？十秒钟就可以干，肉眼可见。裤子是我们家二号店的漫步黑卡码，记得往大一码去拍宝贝们。然后我刚刚看了一波，有很多新粉来直播间。,功能话题；品牌/店铺/达人话题,夏季,3s速干防晒衣,3秒快速速干，防晒功能,无具体版型描述,速干/防晒,户外/日常,需要一件能够快速干燥且防晒的夏季外套,3秒速干的防晒衣，夏日完美伴侣,"{""细节性词汇"":""无"",""画面性词汇"":""十秒钟就可以干，肉眼可见——画面对应将衣服从水中拿出并快速风干"",""特效性词汇"":""无"",""强调性词汇"":""防晒衣——字体包装/音效包装""}"
蕉下官方旗舰店,666,https://www.iesdouyin.com/share/video/7387310366256041226/?region=CN&mid=7387310172194032447&u_code=16c2i54ib&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=ktujCjUiz5YGSet_dPXBp2jzsUgbVLKNE_L8i4H30Eo-&share_version=0&ts=1735959079&from_aid=6383&from_ssr=1,7.38731E+18,如此透气的防晒衣居然能做到3s速干！#蕉下官方旗舰店#蕉下官方旗舰店防晒衣#直播,1,4,20,1,2024/7/3 15:37,2025/1/4 10:51,干净来感受一下，看有多透，烟就有多透气啊。然后这个地方，姐妹们，现在是一个湿的状态，对，十秒钟就可以干掉这款。没有白色，蓝色，刚刚脱下，等会再把颜色给他过一下吧，把切片准备一下，稍等一下，看颜色，姐妹稍等一下啊，你看一下姐妹们画。,功能话题；品牌/店铺/达人话题,夏季,蕉下防晒衣,透气性能极佳，3s速干,宽松设计,透气/速干/防晒,户外/日常/休闲,寻找透气速干的防晒衣，解决闷热和汗湿问题,如此透气的防晒衣能做到3s速干,"{""细节性词汇"":[""无""],""画面性词汇"":[""感受透气性——画面对应烟雾测试"",""3s速干——画面对应快速干涸的衣物"",""无白色，蓝色——画面对应不同颜色展示""],""特效性词汇"":[""无""],""强调性词汇"":[""透气性能极佳——字体包装/音效包装"",""3s速干——字体包装/音效包装""]}"
蕉下官方旗舰店,665,https://www.iesdouyin.com/share/video/7387310108000242994/?region=CN&mid=7387310040018995977&u_code=16c2i54ib&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=BerTntrr_7lNztf2V4Mf4koFHtjzxPknHj23VuJ.Dp0-&share_version=0&ts=1735959079&from_aid=6383&from_ssr=1,7.38731E+18,3s速干防晒衣，你见过吗#蕉下官方旗舰店#防晒衣#夏日必备,0,1,4,2,2024/7/3 15:36,2025/1/4 10:51,视频介绍了一款防晒衣，该防晒衣具有干爽型速干型的面料，穿起来更舒服。暑期出游季618限时返场，点击领取优惠券。官方直播，假一赔四，赠运费险，7天无理由。云朵原沙专利面料，全场合并下单满550，赠零触袖套*1。干爽型速干型的面料给大家去感受一下，先啊宝贝们裤子是我们家万件漫步黑一百一十斤姐妹去买个L码对的卡码。需要往大码去拍，往大码去拍，给大家看一下他有多厚，烟就有多透气。现在是一个湿的状态对不对，十秒钟就可以干掉了。它这个面料说实在话，是一个透气速干型的面料，穿起来更舒服。裤子是我们家奥特曼木黑脸大头大的话，帽子我跟他讲过很多遍，我为什么会买它。,好物话题；品牌/店铺/达人话题；功能话题,夏季,3s速干防晒衣,采用干爽型速干型面料，透气速干，穿着舒适；云朵原沙专利面料,无信息,防晒、速干、透气,户外、夏季出游,需要一款透气速干又防晒的服装,3s速干防晒衣，干爽又舒适的夏日必备,"{""细节性词汇"":""干爽型速干型面料——画面对应细节展示"",""画面性词汇"":""防晒——画面对应阳光下的防晒效果展示"",""特效性词汇"":""透气速干——特效包装"",""强调性词汇"":""假一赔四——字体包装/音效包装""}"
蕉下官方旗舰店,664,https://www.iesdouyin.com/share/video/7387308296933281074/?region=CN&mid=7387307914006203163&u_code=16c2i54ib&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=T2HfWl3HRdPOSMzuiSdTxxYqc3Q4hr7SKtPuNCS0h3g-&share_version=0&ts=1735959079&from_aid=6383&from_ssr=1,7.38731E+18,如此透气的防晒衣居然能做到3s速干！#蕉下官方旗舰店#蕉下官方旗舰店防晒衣#直播,0,1,3,0,2024/7/3 15:29,2025/1/4 10:51,感受一下啊，裤子是我们家二号的漫步黑来看过来喽，看好不，扣一就有多透气，然后这个地方姐妹们现在是个湿的状态，对不对，对，十秒钟，不用等太多，十秒钟就可以干掉了，所以哪怕你出了汗，它也是那种干爽型的，透气速干型的，而且的话呢，又有弹力，运动的时候健身也能去穿，对不对，干了之后不留痕迹啊，对，不留痕迹啊，裤子是我们家。,功能话题；品牌/店铺/达人话题,夏季,透气速干防晒衣,透气速干、弹力舒适、不留汗渍,修身设计，适合运动穿着,透气、速干、防晒、舒适,户外、健身、运动、日常,想要一件在夏季运动时既透气又速干的防晒衣,如此透气的防晒衣居然能做到3s速干！,"{""细节性词汇"":[""弹力材质——画面对应细节展示"",""透气孔设计——画面对应细节展示"",""无痕速干效果——画面对应细节展示""],""画面性词汇"":[""十秒钟速干——画面对应湿衣到干的转换"",""健身使用展示——画面对应运动镜头展示"",""户外活动——画面对应日常场合展示""],""特效性词汇"":[""透气速干——特效包装"",""防晒性能——特效包装"",""弹力舒适——特效包装""],""强调性词汇"":[""3s速干——字体包装/音效包装"",""裤子是我们家——字体包装/音效包装"",""干了之后不留痕迹——字体包装/音效包装""]}"
蕉下官方旗舰店,663,https://www.iesdouyin.com/share/video/7387307322256755995/?region=CN&mid=7387307273577958171&u_code=16c2i54ib&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=PkTi0lf7aEMgkdITkquhHHFsRHweLZIWcXY3wj0NC5A-&share_version=0&ts=1735959079&from_aid=6383&from_ssr=1,7.38731E+18,如此透气的防晒衣算是给蕉下官方旗舰店玩明白了！#蕉下官方旗舰店#蕉下官方旗舰店防晒衣#直播,1,0,2,2,2024/7/3 15:25,2025/1/4 10:51,有多透气，然后这个地方姐妹们看到没有湿了一小块，对不对？你可以自己默念大概十秒钟，盯着他看啊，他就可以干掉了。他是一个十秒钟速干型的面料，肉眼可见的速干透气又速干又有弹力。咱们就说运动服用了，对不对？对运动服，我们买运动服就是三个功能：透气，速干跟弹力，这个就运动服，姐妹们啊，没错，去健身也能穿。你看弹力很好，贼大，而且这个衣服是真的包容性是很棒的。,品牌/店铺/达人话题,夏季,蕉下防晒衣,十秒钟速干，透气性佳，兼具弹力,弹力设计,透气/速干/弹力,健身/运动,需要透气速干且弹力好的运动服,速干透气弹力兼具的运动型防晒衣,"{""细节性词汇"":""速干型的面料——画面对应速干展示"",""画面性词汇"":""十秒钟速干——画面对应湿透后立即干的镜头"",""特效性词汇"":""无"",""强调性词汇"":[""速干——字体包装/音效包装"",""弹力——字体包装/音效包装""]}"
蕉下官方旗舰店,662,https://www.iesdouyin.com/share/video/7387238699852991763/?region=CN&mid=7387238841989630746&u_code=16c2i54ib&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=ia0BHZNG3ZNWKMsb_2nfOwmvSFgvinC_hEJipsMgy0A-&share_version=0&ts=1735959079&from_aid=6383&from_ssr=1,7.38724E+18,黑胶帽檐，强光照不透，认准蕉下官方旗舰店！#蕉下官方旗舰店#蕉下官方旗舰店防晒衣#夏日必备,0,3,37,1,2024/7/3 10:59,2025/1/4 10:51,它这个黑胶帽檐它是可以隔绝全部的紫外线的。现场感受一下，遮的地方一点都不变色，白白嫩嫩。紫外线再强都不用担心，你看到没有，这个对比度很明显。所以就跟大家讲一下，黑胶帽也可以隔绝全部紫外线。换句话说，你只要把这个帽子一戴，拉链一拉，直接出门，脸上不用涂东西，就可以了。他是全部遮住的。视频还介绍了蕉下防晒衣的其他特点，如专利面料、凉感、吸湿透气速干等。,品牌/店铺/达人话题；好物话题,夏季,蕉下防晒衣,黑胶帽檐隔绝紫外线、专利面料、凉感、吸湿透气速干,修身设计，黑胶帽檐,隔绝紫外线、凉感、吸湿透气、速干,户外、日常,不想被紫外线晒伤，出门方便不涂防晒,强光照不透，轻松抵御紫外线的防晒衣,"{""细节性词汇"":[""黑胶帽檐——画面对应细节展示"",""拉链设计——画面对应细节展示"",""专利面料纹理——画面对应细节展示""],""画面性词汇"":[""遮的地方一点都不变色——画面对应紫外线测试场景"",""直接出门——画面对应出门的镜头"",""凉感——画面对应吹风时的轻盈画面""],""特效性词汇"":[""隔绝全部紫外线——特效包装"",""凉感吸湿——特效包装"",""速干性能——特效包装""],""强调性词汇"":[""现场感受——字体包装/音效包装"",""白白嫩嫩——字体包装/音效包装"",""不用涂东西——字体包装/音效包装""]}"
蕉下官方旗舰店,661,https://www.iesdouyin.com/share/video/7387237446058003775/?region=CN&mid=7387237408623840010&u_code=16c2i54ib&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=1frzREMi.NNR5r0sd4IoU997ni.4bEvcbr47aCCNnOs-&share_version=0&ts=1735959079&from_aid=6383&from_ssr=1,7.38724E+18,100分全遮光黑胶帽檐，拒绝晒出斑斑点点#蕉下官方旗舰店防晒衣#防晒#直播,0,3,11,1,2024/7/3 10:54,2025/1/4 10:51,我测试完之后统一给他过颜色最后试一波颜色啊姐妹们赶紧说一下来看一下遮的地方一点不变色对不对是代表紫外线再强都不用担心紫外线根本透不进来阳光照不到你没有黑胶瞬间被晒伤了这个很明显所以跟大家讲过了啊黑胶冒眼的话呢它是可以隔绝全部的一个紫外,品牌/店铺/达人话题；功能话题,夏季,蕉下防晒衣,100分全遮光黑胶帽檐，拒绝晒出斑斑点点;黑胶帽檐可隔绝全部紫外线，防晒效果佳,无缝拼接设计,防晒/全遮光,户外/日常,担心紫外线透过防晒衣造成晒黑或皮肤损害,全面阻挡紫外线的100分全遮光防晒衣,"{""细节性词汇"":[""全遮光黑胶帽檐——画面对应细节展示"",""紫外线无法透过——画面对应细节展示"",""不变色的材料——画面对应细节展示""],""画面性词汇"":[""防晒效果展示——画面对应在强光下户外活动"",""日常出行——画面对应户外街头行走"",""紫外线防护演示——画面对应测试场景""],""特效性词汇"":[""强力阻隔紫外线——特效包装"",""瞬间防护——特效包装"",""紫外线伤害挡在外——特效包装""],""强调性词汇"":[""100%遮光——字体包装/音效包装"",""防晒新革命——字体包装/音效包装"",""黑胶创新技术——字体包装/音效包装""]}"
蕉下官方旗舰店,660,https://www.iesdouyin.com/share/video/7387219745201818892/?region=CN&mid=7387219678411623206&u_code=16c2i54ib&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=f1nuPUXaCzbZC09GW8bXAWRvhIL728ylGGYN0YxIu.M-&share_version=0&ts=1735959079&from_aid=6383&from_ssr=1,7.38722E+18,3s速干防晒衣，你见过吗#蕉下官方旗舰店#防晒衣#夏日必备,0,3,8,1,2024/7/3 9:45,2025/1/4 10:51,来感受一下它有多透烟就有多透气，然后这个地方姐妹们现在是一个湿的状态，对不对，它是十秒钟之内就可以干掉，肉眼可见，十秒钟就可以干掉啊，裤子是我们家二号链接的漫步黑，这个地方有尺码表，大家的话呢可以参考。,好物话题；品牌/店铺/达人话题,夏季,3s速干防晒衣,速干透气防晒，十秒速干,休闲设计,速干/透气/防晒,户外/夏日/日常,需要一款在炎热夏日中既能透气又能快速干燥的外衣,3s速干防晒衣，夏日出行必备,"{""细节性词汇"":[""透烟透气"",""湿状态"",""尺码表""],""画面性词汇"":[""十秒钟就可以干掉"",""肉眼可见"",""漫步黑裤子""],""特效性词汇"":[""无""],""强调性词汇"":[""速干"",""防晒"",""透气""]}"
蕉下官方旗舰店,659,https://www.iesdouyin.com/share/video/7386971750820580642/?region=CN&mid=7386971718604114698&u_code=16c2i54ib&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=v_M.mOFbUXaxudt4bIsWJSbOvFbj4xaNACxI_ifPieo-&share_version=0&ts=1735959079&from_aid=6383&from_ssr=1,7.38697E+18,【杨幂同款】久穿不热，越穿越凉快！#遮阳防晒#出游穿搭#蕉下官方旗舰店al118#穿出自己的风格,0,12,12,4,2024/7/3 8:45,2025/1/4 10:51,去年就说要的胶下防晒衣，今年终于抢到了升级款。帽檐不仅做了加宽加大的设计，而且内置黑胶材质，百分百零透光，轻松抵挡紫外线。整体采用冰丝凉感面料，上身自带小空调，夏天穿再久也不会闷热。,功能话题;场景话题;个性话题;品牌/店铺/达人话题,夏季,胶下防晒衣,加宽加大的帽檐设计、内置黑胶材质、冰丝凉感面料,宽松休闲款,防晒、凉感,出游、日常,夏天出门怕晒及闷热,久穿不热的防晒衣，为夏日出行提供舒适保护,"{""一、细节性词汇"":[""冰丝凉感面料——画面对应冰凉触感展示"",""帽檐内置黑胶材质——画面对应帽檐内侧展示""],""二、画面性词汇"":[""加宽加大的设计——画面对应人物佩戴展示""],""三、特效性词汇"":[""零透光防晒——特效包装""],""四、强调性词汇"":[""冰丝凉感——字体包装/音效包装"",""百分百零透光——字体包装/音效包装""]}"
蕉下官方旗舰店,658,https://www.iesdouyin.com/share/video/7386971451607256320/?region=CN&mid=7386971390836017971&u_code=16c2i54ib&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=Qdsg4bbnjDzbRYTiJhHGFAHfxMkzGRPeHzOe.scE9VQ-&share_version=0&ts=1735959079&from_aid=6383&from_ssr=1,7.38697E+18,【杨幂同款】自从我穿了带黑胶的防晒衣，黑胶伞和黑胶帽都省了呢#遮阳防晒#出门必备#蕉下官方旗舰店al118,0,8,31,5,2024/7/2 17:42,2025/1/4 10:51,师傅好冷啊，可以把空调关了吗，这什么衣服啊，这个是娇俏防晒衣，面料冰冰凉凉的，袖子面罩上都有透气网眼呢，一直在往里面灌风，真的好冷啊。而且它还有个加宽加大的黑胶帽檐，哑光的材质不仅全遮光，还百分百隔绝紫外线，关键戴上之后直接隔热17.5度，夏天出门黑胶伞和黑胶帽都省了。在哪买的，在直播间，你也进去看看。,功能话题；品牌/店铺/达人话题,夏季,娇俏防晒衣,冰凉透气面料，加宽加大黑胶帽檐，隔热17.5度，全遮光，百分百隔绝紫外线,加宽加大帽檐设计,防晒/隔热/遮光,户外/出门防晒,需要防晒且希望在炎热天气中保持凉爽,冰凉透气的防晒衣，让你在夏天无需黑胶伞和黑胶帽,"{""细节性词汇"":""透气网眼——画面对应细节展示"",""画面性词汇"":""哑光材质——画面对应衣服材质展示"",""特效性词汇"":""隔热17.5度——特效温度变化展示"",""强调性词汇"":""百分百隔绝紫外线——字体包装/音效包装"","""":""无""}"
蕉下官方旗舰店,657,https://www.iesdouyin.com/share/video/7386959438680313103/?region=CN&mid=7386959382862678834&u_code=16c2i54ib&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=qkggkNHLW0P6ZgiNNuONPhgmHRVQZeJUSXRpbLOb8Co-&share_version=0&ts=1735959079&from_aid=6383&from_ssr=1,7.38696E+18,【杨幂同款】趁姐这波有福利，赶紧冲！#出门必备#夏季新款#蕉下官方旗舰店al118,0,8,11,0,2024/7/2 16:55,2025/1/4 10:51,杨幂同款 趁姐这波有福利，赶紧冲！#出门必备 #夏季新款 #蕉下al118。我承认姐平时有点小贵，但是姐现在真的不贵了。明星同款小披肩防晒衣，现在直播间搞活动，加宽加大的黑胶帽沿，百分百隔绝紫外线，帽下隔热十七点五度。还是云朵原纱冰丝面料，防晒降温一步搞定，快来直播间看看啊。,好物话题；品牌/店铺/达人话题,夏季,小披肩防晒衣,加宽加大的黑胶帽沿，百分百隔绝紫外线；帽下隔热17.5度；云朵原纱冰丝面料，防晒降温一步搞定,小披肩设计,防晒、降温,出门必备,寻找既能防晒又能降温的舒适夏季外衣,明星同款防晒衣，防晒降温一步搞定,"{""细节性词汇"":[""加宽加大的黑胶帽沿——画面对应细节展示"",""帽下隔热17.5度——画面对应温度计变化"",""云朵原纱冰丝面料——画面对应面料近拍展示""],""画面性词汇"":[""百分百隔绝紫外线——画面对应紫外线测试"",""姐不贵了——画面对应活动价展示"",""出门必备——画面对应户外场景""],""特效性词汇"":[""隔绝紫外线——特效包装"",""降温一步搞定——特效包装"",""明星同款——特效包装""],""强调性词汇"":[""紫外线隔绝——字体包装/音效包装"",""帽下隔热——字体包装/音效包装"",""冰丝面料舒适——字体包装/音效包装""]}"
