话题id,话题,热度值,发布视频量,播放量,稿均播放量,话题创建时间,话题时间热度键值对,差分值,趋势
1.71E+15,情感ip打造,139,78,98031,1256,2021/7/15 22:03,"[('20240906', 21), ('20240907', 39), ('20240908', 46), ('20240909', 63), ('20240910', 21), ('20240911', 29), ('20240913', 21), ('20240914', 29), ('20240915', 29), ('20240916', 25), ('20240917', 44), ('20240918', 144), ('20240919', 41)]",20,整体上升趋势
1.66E+15,心智提升,52,504,4710538,9346,2020/3/22 3:36,"[('20240906', 22), ('20240907', 22), ('20240908', 21), ('20240909', 40), ('20240910', 59), ('20240911', 46), ('20240912', 22), ('20240913', 40), ('20240914', 43), ('20240914', 0), ('20240915', 58), ('20240916', 59), ('20240917', 22), ('20240918', 28), ('20240918', 0), ('20240919', 42)]",20,整体上升趋势
1.61E+15,心流,4565,10752,72150866,6710,2018/10/9 9:29,"[('20240906', 797), ('20240907', 1202), ('20240908', 653), ('20240909', 762), ('20240910', 580), ('20240911', 804), ('20240912', 567), ('20240913', 558), ('20240914', 1545), ('20240915', 1363), ('20240916', 1052), ('20240917', 816), ('20240918', 1366), ('20240919', 816)]",19,整体上升趋势
1.67E+15,实力是最强的底气,152,209,2475953,11846,2020/5/5 7:56,"[('20240907', 21), ('20240908', 21), ('20240909', 21), ('20240910', 21), ('20240911', 21), ('20240912', 21), ('20240913', 21), ('20240914', 21), ('20240915', 28), ('20240916', 135), ('20240917', 28), ('20240918', 25), ('20240919', 40)]",19,整体上升趋势
1.64E+15,瓦伦达效应,123,773,46693598,60405,2019/7/31 11:33,"[('20240906', 60), ('20240907', 72), ('20240908', 69), ('20240909', 47), ('20240910', 66), ('20240911', 53), ('20240912', 39), ('20240913', 63), ('20240914', 90), ('20240915', 64), ('20240916', 47), ('20240917', 40), ('20240918', 57), ('20240919', 79)]",19,整体上升趋势
1.64E+15,能量吸引,67,499,11033367,22110,2019/8/16 23:37,"[('20240906', 21), ('20240908', 28), ('20240912', 0), ('20240912', 35), ('20240914', 35), ('20240915', 28), ('20240916', 28), ('20240918', 0), ('20240918', 29), ('20240919', 40)]",19,整体上升趋势
1.65E+15,精神境界,40,266,2748001,10330,2019/10/6 10:30,"[('20240908', 21), ('20240910', 35), ('20240912', 21), ('20240913', 21), ('20240916', 0), ('20240916', 21), ('20240919', 40)]",19,整体上升趋势
1.63E+15,孙祁祥,80,7,765191,109313,2019/3/5 1:07,"[('20240906', 42), ('20240907', 22), ('20240908', 35), ('20240909', 28), ('20240911', 28), ('20240913', 28), ('20240914', 21), ('20240916', 21), ('20240917', 35), ('20240918', 21), ('20240919', 61)]",19,整体上升趋势
1.70E+15,什么是思维格局,66,822,10649719,12955,2021/4/1 15:55,"[('20240906', 28), ('20240907', 23), ('20240908', 23), ('20240909', 29), ('20240910', 21), ('20240911', 47), ('20240912', 57), ('20240913', 53), ('20240914', 22), ('20240915', 21), ('20240916', 23), ('20240917', 21), ('20240917', 0), ('20240918', 40), ('20240919', 47)]",19,整体上升趋势
7.37E+18,认知启迪,74,2,67552,33776,2024/5/22 9:35,"[('20240907', 21), ('20240908', 21), ('20240909', 23), ('20240910', 53), ('20240911', 22), ('20240912', 35), ('20240913', 28), ('20240915', 29), ('20240916', 53), ('20240917', 28), ('20240918', 21), ('20240919', 40)]",19,整体上升趋势
1.74E+15,把陈昌文方法传播给10亿人,61,1885,1831425,971,2022/6/29 13:05,"[('20240906', 22), ('20240907', 22), ('20240910', 39), ('20240911', 21), ('20240912', 45), ('20240914', 21), ('20240915', 28), ('20240917', 35), ('20240918', 39), ('20240919', 41)]",19,整体上升趋势
1.79E+15,姜姜不惑,40,385,177773,461,2024/1/2 11:11,"[('20240906', 21), ('20240907', 28), ('20240908', 21), ('20240909', 21), ('20240911', 21), ('20240912', 21), ('20240914', 21), ('20240916', 21), ('20240918', 21), ('20240919', 39)]",18,整体上升趋势
1.75E+15,林品媛,39,267,841315,3150,2022/11/17 11:36,"[('20240910', 21), ('20240912', 45), ('20240913', 21), ('20240919', 39)]",18,整体上升趋势
1.71E+15,湖州家政服务,41,1644,4795064,2916,2021/8/17 11:56,"[('20240906', 22), ('20240908', 39), ('20240909', 21), ('20240912', 21), ('20240914', 21), ('20240918', 21), ('20240919', 40)]",18,整体上升趋势
1.66E+15,为什么说选择大于努力,39,553,7787739,14082,2020/3/12 12:28,"[('20240908', 21), ('20240911', 21), ('20240912', 21), ('20240915', 21), ('20240918', 21), ('20240919', 39)]",18,整体上升趋势
1.75E+15,小易男记者采访吴青峰,40,2,170359,85179,2022/10/30 10:05,"[('20240906', 21), ('20240907', 39), ('20240908', 45), ('20240912', 21), ('20240913', 21), ('20240918', 21), ('20240919', 39)]",18,整体上升趋势
1.73E+15,粤语心理学,44,7,8383,1197,2022/3/18 13:55,"[('20240912', 22), ('20240913', 21), ('20240914', 21), ('20240915', 22), ('20240916', 22), ('20240917', 22), ('20240918', 41), ('20240919', 40)]",18,整体上升趋势
1.70E+15,过程主义,54,22,585948,26634,2021/7/6 10:33,"[('20240907', 21), ('20240908', 21), ('20240912', 21), ('20240913', 21), ('20240914', 39), ('20240918', 52), ('20240919', 39)]",18,整体上升趋势
1.66E+15,如何让自己变得更加优秀,3475,146255,785663616,5371,2020/2/13 15:22,"[('20240906', 894), ('20240907', 987), ('20240908', 950), ('20240909', 981), ('20240910', 816), ('20240911', 1565), ('20240912', 903), ('20240913', 780), ('20240914', 827), ('20240915', 1280), ('20240916', 747), ('20240917', 843), ('20240918', 803), ('20240919', 911)]",17,整体上升趋势
1.63E+15,关注我涨见识,49,3767,55847874,14825,2019/3/17 13:14,"[('20240906', 22), ('20240907', 0), ('20240907', 22), ('20240908', 21), ('20240909', 62), ('20240910', 73), ('20240911', 21), ('20240912', 21), ('20240913', 56), ('20240914', 21), ('20240915', 46), ('20240917', 39), ('20240918', 46), ('20240919', 39)]",17,整体上升趋势
1.71E+15,姜忠学讲心学,46,115,1466690,12753,2021/9/16 7:09,"[('20240906', 21), ('20240907', 28), ('20240908', 22), ('20240909', 28), ('20240910', 22), ('20240911', 94), ('20240912', 21), ('20240913', 45), ('20240914', 21), ('20240916', 46), ('20240919', 38)]",17,整体上升趋势
1.73E+15,杰导原创短文案,45,3180,3505283,1102,2022/4/9 8:27,"[('20240917', 28), ('20240918', 21), ('20240919', 45)]",17,整体上升趋势
1.61E+15,没有方向,63,1666,3698015,2219,2018/8/24 8:23,"[('20240906', 23), ('20240907', 24), ('20240907', 0), ('20240908', 23), ('20240909', 51), ('20240910', 30), ('20240911', 32), ('20240911', 0), ('20240912', 27), ('20240912', 0), ('20240913', 27), ('20240914', 51), ('20240915', 28), ('20240916', 28), ('20240917', 0), ('20240917', 34), ('20240918', 32), ('20240919', 40)]",17,整体上升趋势
1.61E+15,争夺,2196,797,43782354,54933,2018/9/13 14:01,"[('20240906', 60), ('20240907', 59), ('20240908', 117), ('20240909', 73), ('20240910', 79), ('20240911', 58), ('20240912', 57), ('20240913', 73), ('20240914', 2072), ('20240915', 158), ('20240916', 119), ('20240917', 95), ('20240918', 99), ('20240919', 76)]",16,整体上升趋势
1.62E+15,一切唯心造,172,2035,5109303,2510,2018/11/21 14:50,"[('20240906', 22), ('20240907', 22), ('20240907', 0), ('20240908', 97), ('20240909', 0), ('20240909', 85), ('20240910', 80), ('20240911', 52), ('20240911', 0), ('20240912', 0), ('20240912', 44), ('20240913', 0), ('20240913', 38), ('20240914', 0), ('20240914', 44), ('20240915', 26), ('20240915', 0), ('20240916', 100), ('20240916', 0), ('20240917', 61), ('20240918', 0), ('20240918', 23), ('20240919', 38)]",16,整体上升趋势
1.59E+15,人生必修课,150,5233,68416844,13074,2018/2/10 3:22,"[('20240906', 31), ('20240906', 0), ('20240907', 182), ('20240908', 45), ('20240909', 132), ('20240910', 131), ('20240911', 81), ('20240912', 85), ('20240913', 64), ('20240914', 85), ('20240915', 56), ('20240916', 48), ('20240917', 48), ('20240918', 48), ('20240919', 47)]",16,整体上升趋势
1.70E+15,宇哥飙高音,121,57,5359476,94025,2021/7/10 13:59,"[('20240906', 56), ('20240907', 46), ('20240908', 56), ('20240909', 63), ('20240910', 56), ('20240911', 62), ('20240912', 45), ('20240913', 69), ('20240914', 22), ('20240915', 91), ('20240916', 28), ('20240917', 56), ('20240918', 79), ('20240919', 72)]",16,整体上升趋势
1.68E+15,森田正马,118,37,825162,22301,2020/11/16 11:35,"[('20240906', 72), ('20240907', 39), ('20240908', 97), ('20240909', 118), ('20240910', 123), ('20240911', 56), ('20240912', 21), ('20240913', 68), ('20240914', 56), ('20240915', 72), ('20240916', 39), ('20240917', 56), ('20240918', 69), ('20240919', 88)]",16,整体上升趋势
1.64E+15,精力管理手册,43,35,86957,2484,2019/6/7 14:46,"[('20240918', 24), ('20240919', 40)]",16,整体上升趋势
1.75E+15,原来这就是精神内耗,126,72,682834,9483,2022/9/29 13:18,"[('20240906', 30), ('20240907', 26), ('20240908', 46), ('20240909', 37), ('20240910', 38), ('20240911', 37), ('20240912', 44), ('20240913', 23), ('20240914', 30), ('20240915', 52), ('20240916', 26), ('20240917', 55), ('20240918', 31), ('20240919', 46)]",16,整体上升趋势
1.74E+15,个性智慧,739,18,534021,29667,2022/6/11 0:33,"[('20240906', 118), ('20240907', 165), ('20240908', 205), ('20240909', 166), ('20240910', 138), ('20240911', 193), ('20240912', 206), ('20240913', 172), ('20240914', 143), ('20240915', 95), ('20240916', 164), ('20240917', 99), ('20240918', 275), ('20240919', 133)]",15,整体上升趋势
1.74E+15,辛斯宇,63,430,9246369,21503,2022/8/16 10:49,"[('20240906', 40), ('20240907', 89), ('20240908', 63), ('20240909', 62), ('20240910', 99), ('20240911', 57), ('20240912', 56), ('20240913', 74), ('20240914', 56), ('20240915', 55), ('20240916', 57), ('20240917', 22), ('20240918', 114), ('20240919', 55)]",15,整体上升趋势
1.67E+15,接纳自我,58,390,1738731,4458,2020/6/29 11:49,"[('20240907', 28), ('20240909', 40), ('20240910', 68), ('20240911', 57), ('20240912', 30), ('20240913', 40), ('20240914', 22), ('20240915', 36), ('20240916', 21), ('20240917', 21), ('20240919', 42)]",14,整体上升趋势
1.71E+15,摆脱精神内耗,52,545,4503080,8262,2021/8/25 16:05,"[('20240906', 21), ('20240910', 21), ('20240911', 21), ('20240912', 22), ('20240913', 0), ('20240913', 23), ('20240914', 35), ('20240914', 0), ('20240915', 21), ('20240917', 21), ('20240919', 35)]",14,整体上升趋势
1.69E+15,逻辑自洽,51,102,402913,3950,2020/12/20 3:23,"[('20240906', 22), ('20240907', 22), ('20240908', 28), ('20240909', 21), ('20240910', 28), ('20240911', 21), ('20240913', 21), ('20240914', 22), ('20240916', 28), ('20240917', 28), ('20240919', 36)]",14,整体上升趋势
1.66E+15,社交禁忌,51,190,5965465,31397,2020/3/9 3:41,"[('20240906', 22), ('20240906', 0), ('20240907', 22), ('20240907', 0), ('20240908', 47), ('20240909', 30), ('20240910', 43), ('20240911', 22), ('20240912', 0), ('20240912', 23), ('20240913', 40), ('20240914', 23), ('20240915', 22), ('20240915', 0), ('20240916', 40), ('20240917', 29), ('20240917', 0), ('20240918', 22), ('20240919', 36)]",14,整体上升趋势
1.75E+15,不要谦虚要高调,36,1,39618,39618,2022/12/2 3:00,"[('20240907', 21), ('20240909', 21), ('20240914', 21), ('20240916', 22), ('20240919', 35)]",14,整体上升趋势
1.64E+15,走出原生家庭创伤,35,200,511917,2559,2019/6/14 10:37,"[('20240912', 21), ('20240919', 35)]",14,整体上升趋势
1.66E+15,钱是越来越难挣了,43,143,972444,6800,2020/3/7 2:33,"[('20240906', 21), ('20240908', 21), ('20240909', 21), ('20240910', 35), ('20240911', 21), ('20240914', 21), ('20240915', 28), ('20240918', 21), ('20240919', 35)]",14,整体上升趋势
1.67E+15,中年人的感悟,0,1317,4991935,3790,2020/5/8 14:56,"[('20240906', 22), ('20240906', 0), ('20240907', 0), ('20240907', 36), ('20240908', 40), ('20240909', 21), ('20240909', 0), ('20240910', 0), ('20240910', 22), ('20240911', 0), ('20240911', 22), ('20240912', 22), ('20240913', 21), ('20240913', 0), ('20240914', 46), ('20240915', 40), ('20240916', 22), ('20240917', 22), ('20240917', 0), ('20240918', 36)]",14,整体上升趋势
1.74E+15,跟何老师学讲话,39,1,1503431,1503431,2022/7/22 2:17,"[('20240906', 22), ('20240907', 21), ('20240908', 21), ('20240909', 42), ('20240910', 21), ('20240911', 22), ('20240912', 49), ('20240913', 21), ('20240914', 21), ('20240915', 21), ('20240916', 22), ('20240917', 21), ('20240918', 22), ('20240919', 36)]",14,整体上升趋势
7.38E+18,到哪儿都有饿了么,102,6,2695913,449318,2024/6/12 10:47,"[('20240906', 41), ('20240907', 50), ('20240908', 46), ('20240909', 46), ('20240910', 48), ('20240911', 40), ('20240912', 37), ('20240912', 0), ('20240913', 40), ('20240914', 42), ('20240915', 62), ('20240916', 54), ('20240917', 41), ('20240918', 25), ('20240919', 54)]",13,整体上升趋势
1.70E+15,通透又管用,64,4,2305460,576365,2021/5/13 8:11,"[('20240906', 40), ('20240907', 65), ('20240908', 29), ('20240909', 52), ('20240910', 39), ('20240911', 46), ('20240912', 40), ('20240913', 39), ('20240914', 46), ('20240915', 40), ('20240916', 21), ('20240917', 39), ('20240918', 39), ('20240919', 53)]",13,整体上升趋势
1.62E+15,内在的力量,53,455,2022878,4445,2019/1/31 17:22,"[('20240906', 28), ('20240909', 21), ('20240910', 24), ('20240910', 0), ('20240911', 21), ('20240912', 21), ('20240913', 0), ('20240913', 22), ('20240915', 21), ('20240917', 35), ('20240919', 40)]",12,整体上升趋势
1.68E+15,形象疗愈,47,385,1676283,4353,2020/9/17 11:46,"[('20240918', 28), ('20240919', 40)]",12,整体上升趋势
1.62E+15,冲就完了,146,748,3898648,5212,2019/1/8 18:03,"[('20240906', 24), ('20240907', 23), ('20240908', 30), ('20240909', 36), ('20240910', 23), ('20240911', 23), ('20240912', 23), ('20240913', 36), ('20240914', 32), ('20240915', 30), ('20240916', 71), ('20240917', 31), ('20240918', 50), ('20240919', 36)]",12,整体上升趋势
1.67E+15,正念呼吸,101,1057,10454331,9890,2020/5/28 14:38,"[('20240906', 68), ('20240907', 65), ('20240908', 97), ('20240909', 48), ('20240910', 40), ('20240911', 60), ('20240912', 105), ('20240913', 106), ('20240914', 75), ('20240915', 106), ('20240916', 63), ('20240917', 73), ('20240918', 63), ('20240919', 79)]",11,整体上升趋势
1.68E+15,6号性格,66,22,82481,3749,2020/11/29 14:23,"[('20240906', 28), ('20240908', 29), ('20240909', 46), ('20240910', 39), ('20240911', 39), ('20240912', 78), ('20240913', 45), ('20240914', 21), ('20240915', 28), ('20240916', 46), ('20240918', 28), ('20240919', 39)]",11,整体上升趋势
1.64E+15,3am志勋,49,34,712016,20941,2019/8/31 10:06,"[('20240907', 28), ('20240908', 22), ('20240910', 21), ('20240912', 28), ('20240913', 40), ('20240915', 28), ('20240916', 22), ('20240917', 21), ('20240918', 21), ('20240919', 39)]",11,整体上升趋势
1.67E+15,女性个人成长,48,601,5282575,8789,2020/7/18 14:18,"[('20240906', 28), ('20240907', 28), ('20240908', 28), ('20240909', 21), ('20240910', 42), ('20240911', 46), ('20240913', 45), ('20240914', 21), ('20240915', 21), ('20240916', 46), ('20240917', 53), ('20240918', 21), ('20240919', 39)]",11,整体上升趋势
1.64E+15,人生困惑,48,600,6648142,11080,2019/9/15 14:08,"[('20240906', 28), ('20240907', 47), ('20240908', 46), ('20240911', 39), ('20240912', 21), ('20240913', 28), ('20240914', 22), ('20240914', 0), ('20240915', 21), ('20240916', 0), ('20240916', 29), ('20240917', 21), ('20240919', 39)]",11,整体上升趋势
1.61E+15,厉害的人,337,1913,17726163,9266,2018/7/16 10:34,"[('20240906', 124), ('20240907', 98), ('20240908', 135), ('20240909', 196), ('20240910', 215), ('20240911', 167), ('20240912', 101), ('20240913', 131), ('20240914', 110), ('20240915', 93), ('20240916', 100), ('20240917', 120), ('20240918', 146), ('20240919', 135)]",11,整体上升趋势
1.75E+15,大实话负债的人,34,1,532138,532138,2022/12/24 9:01,"[('20240906', 21), ('20240907', 21), ('20240908', 22), ('20240909', 22), ('20240910', 21), ('20240911', 21), ('20240912', 21), ('20240913', 22), ('20240914', 21), ('20240915', 22), ('20240917', 21), ('20240918', 21), ('20240919', 32)]",11,整体上升趋势
7.40E+18,社交微妙细节,60,1,13744,13744,2024/7/25 13:04,"[('20240909', 21), ('20240912', 21), ('20240913', 22), ('20240914', 31), ('20240915', 22), ('20240916', 22), ('20240917', 21), ('20240918', 37), ('20240919', 32)]",11,整体上升趋势
1.75E+15,传递健康正能量??????????,45,2,78082,39041,2022/11/17 17:08,"[('20240907', 28), ('20240908', 39), ('20240909', 39), ('20240911', 39), ('20240913', 41), ('20240914', 39), ('20240915', 39), ('20240916', 39), ('20240918', 40), ('20240919', 39)]",11,整体上升趋势
1.61E+15,张萌萌姐,629,1600,48679736,30424,2018/8/25 12:41,"[('20240906', 454), ('20240907', 417), ('20240908', 512), ('20240909', 459), ('20240910', 415), ('20240911', 416), ('20240912', 401), ('20240913', 326), ('20240914', 380), ('20240915', 431), ('20240916', 407), ('20240917', 407), ('20240918', 396), ('20240919', 464)]",10,整体上升趋势
1.66E+15,ip时代,39,576,2640945,4584,2020/2/17 16:36,"[('20240906', 29), ('20240907', 83), ('20240908', 74), ('20240909', 57), ('20240910', 79), ('20240911', 39), ('20240912', 100), ('20240913', 72), ('20240914', 88), ('20240915', 39), ('20240916', 80), ('20240918', 22), ('20240919', 39)]",10,整体上升趋势
1.72E+15,强大内核,41,434,6953643,16022,2021/12/3 11:09,"[('20240906', 29), ('20240907', 22), ('20240908', 39), ('20240909', 40), ('20240910', 39), ('20240911', 22), ('20240912', 28), ('20240913', 21), ('20240914', 39), ('20240915', 21), ('20240916', 22), ('20240917', 21), ('20240918', 29), ('20240919', 39)]",10,整体上升趋势
1.79E+15,王心承的心学苑,233,618,4500998,7283,2024/1/12 22:46,"[('20240906', 182), ('20240907', 155), ('20240908', 150), ('20240909', 183), ('20240910', 177), ('20240911', 199), ('20240912', 141), ('20240913', 78), ('20240914', 78), ('20240915', 175), ('20240916', 80), ('20240917', 154), ('20240918', 164), ('20240919', 191)]",9,整体上升趋势
1.70E+15,杨胖胖碎碎念,75,38,2083702,54834,2021/7/1 4:28,"[('20240906', 37), ('20240907', 28), ('20240908', 21), ('20240909', 21), ('20240910', 21), ('20240911', 21), ('20240912', 21), ('20240913', 0), ('20240913', 32), ('20240914', 25), ('20240915', 22), ('20240916', 46), ('20240917', 21), ('20240917', 0), ('20240918', 0), ('20240918', 29), ('20240919', 46)]",9,整体上升趋势
1.64E+15,水满则溢月盈则亏,73,905,6391791,7062,2019/6/17 13:56,"[('20240906', 46), ('20240907', 29), ('20240907', 0), ('20240908', 40), ('20240909', 22), ('20240910', 23), ('20240911', 0), ('20240911', 22), ('20240912', 46), ('20240913', 21), ('20240914', 40), ('20240915', 22), ('20240916', 22), ('20240917', 40), ('20240918', 51), ('20240919', 55)]",9,整体上升趋势
1.70E+15,思想独立经济独立才是一个女人最大的底气,197,10,91013,9101,2021/4/2 13:13,"[('20240906', 30), ('20240907', 24), ('20240908', 32), ('20240909', 22), ('20240910', 33), ('20240911', 66), ('20240912', 53), ('20240913', 146), ('20240914', 37), ('20240915', 23), ('20240916', 22), ('20240917', 37), ('20240918', 32), ('20240919', 39)]",9,整体上升趋势
1.67E+15,富在术数不在劳身,1339,6118,89681723,14658,2020/8/13 4:22,"[('20240906', 162), ('20240907', 158), ('20240908', 112), ('20240909', 92), ('20240910', 93), ('20240911', 148), ('20240912', 200), ('20240913', 144), ('20240914', 545), ('20240915', 509), ('20240916', 214), ('20240917', 147), ('20240917', 0), ('20240918', 207), ('20240919', 170)]",8,整体上升趋势
1.61E+15,墨尔大学,60,93,10387322,111691,2018/9/25 13:46,"[('20240906', 45), ('20240907', 22), ('20240908', 21), ('20240909', 21), ('20240910', 21), ('20240911', 21), ('20240912', 56), ('20240914', 21), ('20240916', 28), ('20240918', 21), ('20240919', 53)]",8,整体上升趋势
1.76E+15,辅舒良搓毛球挑战赛,50,46252,50194036,1085,2023/4/13 7:17,"[('20240906', 39), ('20240907', 24), ('20240908', 29), ('20240909', 22), ('20240910', 21), ('20240911', 0), ('20240911', 56), ('20240912', 21), ('20240913', 39), ('20240914', 21), ('20240915', 0), ('20240915', 22), ('20240916', 22), ('20240916', 0), ('20240917', 21), ('20240918', 0), ('20240918', 22), ('20240919', 47)]",8,整体上升趋势
1.59E+15,低情商表现,43,513,22729470,44306,2018/3/15 0:13,"[('20240906', 21), ('20240907', 21), ('20240908', 28), ('20240909', 0), ('20240909', 22), ('20240912', 21), ('20240913', 21), ('20240913', 0), ('20240914', 28), ('20240915', 22), ('20240916', 29), ('20240919', 29)]",8,整体上升趋势
1.63E+15,情绪不稳定的成年人,33,2074,10875529,5243,2019/3/23 12:35,"[('20240906', 22), ('20240906', 0), ('20240907', 22), ('20240908', 0), ('20240908', 22), ('20240909', 46), ('20240910', 30), ('20240910', 0), ('20240911', 0), ('20240911', 23), ('20240912', 22), ('20240913', 40), ('20240914', 0), ('20240914', 36), ('20240915', 23), ('20240915', 0), ('20240916', 21), ('20240917', 22), ('20240917', 0), ('20240918', 22), ('20240919', 30)]",8,整体上升趋势
1.62E+15,软装课程,30,1350,1774244,1314,2018/11/30 6:37,"[('20240906', 21), ('20240907', 21), ('20240908', 22), ('20240909', 22), ('20240912', 46), ('20240913', 40), ('20240916', 21), ('20240918', 22), ('20240919', 29)]",8,整体上升趋势
1.67E+15,念头的力量,29,308,1538282,4994,2020/7/15 23:14,"[('20240906', 21), ('20240908', 39), ('20240912', 21), ('20240917', 21), ('20240919', 29)]",8,整体上升趋势
1.72E+15,个人心智成长,50,43,747652,17387,2021/12/31 10:32,"[('20240906', 21), ('20240907', 21), ('20240910', 21), ('20240915', 42), ('20240918', 22), ('20240919', 29)]",8,整体上升趋势
1.69E+15,白鹿语录,31,695,2634842,3791,2021/1/31 11:39,"[('20240906', 21), ('20240907', 21), ('20240908', 21), ('20240909', 21), ('20240910', 21), ('20240911', 21), ('20240912', 22), ('20240913', 21), ('20240914', 22), ('20240915', 21), ('20240916', 21), ('20240917', 21), ('20240918', 21), ('20240919', 29)]",8,整体上升趋势
1.75E+15,背刺达人,33,702,8198108,11678,2022/12/17 11:21,"[('20240910', 21), ('20240911', 21), ('20240912', 21), ('20240913', 22), ('20240915', 21), ('20240917', 22), ('20240918', 23), ('20240919', 29)]",8,整体上升趋势
1.63E+15,如何获得幸福,66,219,3503402,15997,2019/5/12 10:32,"[('20240906', 22), ('20240907', 30), ('20240908', 25), ('20240909', 23), ('20240910', 30), ('20240911', 37), ('20240912', 24), ('20240913', 24), ('20240914', 38), ('20240915', 24), ('20240916', 30), ('20240917', 25), ('20240918', 24), ('20240919', 30)]",8,整体上升趋势
1.66E+15,真正有格局的人,95,178,1995207,11209,2020/3/30 14:30,"[('20240906', 21), ('20240907', 29), ('20240908', 28), ('20240909', 22), ('20240910', 21), ('20240911', 22), ('20240912', 28), ('20240913', 49), ('20240914', 21), ('20240914', 0), ('20240915', 29), ('20240916', 21), ('20240917', 48), ('20240918', 29), ('20240919', 29)]",8,整体上升趋势
1.65E+15,自贬,56,119,6605446,55507,2019/9/29 7:00,"[('20240906', 21), ('20240907', 0), ('20240907', 36), ('20240908', 0), ('20240908', 22), ('20240909', 68), ('20240910', 0), ('20240910', 29), ('20240911', 28), ('20240912', 29), ('20240913', 28), ('20240914', 37), ('20240914', 0), ('20240915', 0), ('20240915', 30), ('20240916', 30), ('20240917', 28), ('20240918', 22), ('20240919', 29)]",8,整体上升趋势
1.64E+15,生活规划,232,547,9398233,17181,2019/7/7 15:18,"[('20240906', 53), ('20240907', 46), ('20240908', 40), ('20240909', 39), ('20240910', 22), ('20240911', 40), ('20240912', 40), ('20240913', 22), ('20240914', 111), ('20240915', 106), ('20240916', 70), ('20240917', 30), ('20240917', 0), ('20240918', 47), ('20240919', 60)]",7,整体上升趋势
1.61E+15,王国维之人生三境界,65,757,15251379,20147,2018/9/16 14:02,"[('20240906', 23), ('20240907', 30), ('20240907', 0), ('20240908', 42), ('20240909', 40), ('20240910', 29), ('20240911', 40), ('20240912', 23), ('20240913', 22), ('20240914', 22), ('20240915', 23), ('20240916', 0), ('20240916', 30), ('20240917', 38), ('20240917', 0), ('20240918', 30), ('20240919', 30)]",7,整体上升趋势
1.61E+15,身边朋友,58,268,1541821,5753,2018/10/5 5:51,"[('20240906', 21), ('20240907', 21), ('20240908', 21), ('20240909', 29), ('20240910', 21), ('20240911', 21), ('20240912', 22), ('20240913', 30), ('20240914', 21), ('20240915', 35), ('20240916', 28), ('20240917', 21), ('20240919', 28)]",7,整体上升趋势
1.76E+15,被珍珠爷爷的信整破防了,56,6,7405707,1234284,2023/3/8 6:03,"[('20240906', 21), ('20240907', 48), ('20240908', 36), ('20240909', 28), ('20240910', 28), ('20240911', 21), ('20240912', 21), ('20240913', 21), ('20240915', 29), ('20240916', 21), ('20240917', 0), ('20240917', 42), ('20240918', 21), ('20240919', 28)]",7,整体上升趋势
1.70E+15,成年人的奔溃时刻,56,105,17570958,167342,2021/7/4 15:15,"[('20240910', 21), ('20240912', 21), ('20240915', 49), ('20240917', 21), ('20240919', 28)]",7,整体上升趋势
1.76E+15,女孩们请慢慢来,56,32,7474529,233579,2023/3/8 6:03,"[('20240906', 21), ('20240907', 48), ('20240908', 0), ('20240908', 36), ('20240909', 28), ('20240910', 28), ('20240911', 21), ('20240912', 21), ('20240913', 21), ('20240915', 29), ('20240915', 0), ('20240916', 21), ('20240917', 0), ('20240917', 42), ('20240918', 21), ('20240919', 28)]",7,整体上升趋势
1.63E+15,修篱种菊,51,303,924936,3052,2019/4/25 6:42,"[('20240906', 21), ('20240908', 56), ('20240909', 21), ('20240910', 21), ('20240911', 21), ('20240912', 29), ('20240913', 36), ('20240914', 21), ('20240915', 21), ('20240916', 28), ('20240917', 21), ('20240919', 28)]",7,整体上升趋势
1.68E+15,自我成长感悟,48,1543,4452726,2885,2020/9/8 5:18,"[('20240906', 39), ('20240907', 53), ('20240908', 46), ('20240909', 23), ('20240910', 57), ('20240911', 63), ('20240912', 56), ('20240913', 39), ('20240914', 46), ('20240915', 45), ('20240916', 22), ('20240917', 56), ('20240918', 46), ('20240919', 46)]",7,整体上升趋势
1.71E+15,自我救赎与自己和解,45,1199,1747549,1457,2021/9/29 14:56,"[('20240906', 22), ('20240907', 21), ('20240908', 21), ('20240909', 21), ('20240910', 23), ('20240911', 28), ('20240912', 21), ('20240913', 35), ('20240914', 21), ('20240915', 22), ('20240916', 0), ('20240916', 22), ('20240917', 21), ('20240919', 29)]",7,整体上升趋势
1.60E+15,让自己变得更加优秀,44,670,2948043,4400,2018/6/2 15:28,"[('20240906', 22), ('20240907', 0), ('20240907', 22), ('20240908', 22), ('20240910', 29), ('20240911', 0), ('20240911', 189), ('20240912', 111), ('20240912', 0), ('20240913', 31), ('20240914', 0), ('20240914', 22), ('20240915', 22), ('20240916', 114), ('20240917', 23), ('20240918', 46), ('20240919', 29)]",7,整体上升趋势
1.71E+15,限制性框架,37,3,53037,17679,2021/9/8 14:53,"[('20240912', 21), ('20240914', 22), ('20240915', 21), ('20240916', 21), ('20240917', 28), ('20240919', 28)]",7,整体上升趋势
7.37E+18,干货分享儿,36,1,139148,139148,2024/5/27 13:29,"[('20240907', 21), ('20240908', 22), ('20240911', 21), ('20240914', 28), ('20240916', 21), ('20240919', 28)]",7,整体上升趋势
1.72E+15,经历谷底的人,35,16,2800796,175049,2022/2/3 1:53,"[('20240906', 21), ('20240907', 21), ('20240908', 21), ('20240912', 21), ('20240916', 28), ('20240919', 28)]",7,整体上升趋势
