话题id,话题,热度值,发布视频量,播放量,稿均播放量,话题创建时间,话题时间热度键值对,差分值,趋势
1583374677148686,做自己喜欢做的事,8908,14736,32661961,2216,2017-11-07 03:02:43,"[('20240906', 245), ('20240907', 146), ('20240908', 191), ('20240909', 175), ('20240910', 92), ('20240911', 11182), ('20240912', 8622), ('20240913', 2311), ('20240914', 2618), ('20240915', 2621), ('20240916', 1697), ('20240917', 898), ('20240918', 552), ('20240919', 606)]",361,整体上升趋势
1716821504057358,情感语录爆款,8858,21001,63315014,3014,2021-11-19 02:28:40,"[('20240906', 5315), ('20240907', 7113), ('20240908', 3808), ('20240909', 2209), ('20240910', 2401), ('20240911', 2968), ('20240912', 1602), ('20240913', 1536), ('20240914', 1616), ('20240915', 1844), ('20240916', 1512), ('20240917', 2079), ('20240918', 2071), ('20240919', 1521)]",-3794,整体下降趋势
7415187471815673897,不爱的能力,8841,1,281344,281344,2024-09-16 10:35:51,"[('20240916', 835), ('20240917', 4115), ('20240918', 3721), ('20240919', 1580)]",745,整体上升趋势
1723825471311879,善有善报帮助别人就是帮助自己,8777,6826,70347811,10305,2022-02-04 09:52:24,"[('20240906', 621), ('20240907', 507), ('20240908', 471), ('20240909', 509), ('20240910', 931), ('20240911', 704), ('20240912', 799), ('20240913', 577), ('20240914', 3848), ('20240915', 3230), ('20240916', 1610), ('20240917', 1222), ('20240918', 968), ('20240919', 871)]",250,整体上升趋势
1575863107200078,成熟,8765,145129,2636917351,18169,2017-08-16 05:09:32,"[('20240906', 2604), ('20240907', 2362), ('20240908', 2574), ('20240909', 2601), ('20240910', 3589), ('20240911', 2580), ('20240912', 2192), ('20240913', 2646), ('20240914', 2624), ('20240915', 2254), ('20240916', 2471), ('20240917', 2389), ('20240918', 1884), ('20240919', 2013)]",-591,整体下降趋势
1565639299574801,机会是留给有准备的人,8674,78087,396603879,5079,2017-04-25 08:46:29,"[('20240906', 872), ('20240907', 689), ('20240908', 920), ('20240909', 1745), ('20240910', 2349), ('20240911', 1479), ('20240912', 2869), ('20240913', 2740), ('20240914', 3074), ('20240915', 1788), ('20240916', 1200), ('20240917', 1375), ('20240918', 1444), ('20240919', 1441)]",569,整体上升趋势
1627582213477380,有个傻瓜在想你,8549,441722,1076629999,2437,2019-03-10 02:02:35,"[('20240906', 1649), ('20240907', 1437), ('20240908', 1624), ('20240909', 2669), ('20240910', 1336), ('20240911', 1519), ('20240912', 987), ('20240913', 1695), ('20240914', 3435), ('20240915', 2337), ('20240916', 1320), ('20240917', 1241), ('20240918', 856), ('20240919', 930)]",-719,整体下降趋势
1606206191055880,家是讲爱的地方,8503,49812,208001734,4175,2018-07-17 03:19:51,"[('20240906', 1478), ('20240907', 719), ('20240908', 743), ('20240909', 608), ('20240910', 571), ('20240911', 297), ('20240912', 631), ('20240913', 601), ('20240914', 1216), ('20240915', 1994), ('20240916', 3476), ('20240917', 1418), ('20240918', 1563), ('20240919', 1112)]",-366,整体下降趋势
1592276851677191,刷手机,8438,2097,112148677,53480,2018-02-13 09:18:58,"[('20240919', 325)]",0,无明显趋势变化
1651873759276040,没经历过我的苦谁也不要劝我大度,8435,5149,9256025,1797,2019-12-03 05:06:18,"[('20240906', 163), ('20240907', 222), ('20240908', 138), ('20240909', 245), ('20240910', 231), ('20240911', 124), ('20240912', 165), ('20240913', 3823), ('20240914', 941), ('20240915', 790), ('20240916', 1312), ('20240917', 1369), ('20240918', 1585), ('20240919', 1337)]",1174,整体上升趋势
1600722008096776,跟自己说声对不起,8434,2328478,2792866773,1199,2018-05-17 14:31:07,"[('20240906', 6245), ('20240907', 6049), ('20240908', 5616), ('20240909', 5730), ('20240910', 4649), ('20240911', 4503), ('20240912', 3801), ('20240913', 4057), ('20240914', 3785), ('20240915', 3606), ('20240916', 3419), ('20240917', 2833), ('20240918', 2871), ('20240919', 2912)]",-3333,整体下降趋势
1569995312286722,如果爱请深爱,23821,121642,486056011,3995,2017-06-12 10:43:26,"[('20240906', 881), ('20240907', 941), ('20240908', 654), ('20240909', 655), ('20240910', 892), ('20240911', 651), ('20240912', 959), ('20240913', 769), ('20240914', 692), ('20240915', 565), ('20240916', 3243), ('20240917', 8658), ('20240918', 5839), ('20240919', 10860)]",9979,整体上升趋势
1604511096518733,相处之道,56961,253742,2268714100,8941,2018-06-28 10:17:03,"[('20240906', 10915), ('20240907', 10528), ('20240908', 9273), ('20240909', 13736), ('20240910', 10336), ('20240911', 10563), ('20240912', 9661), ('20240913', 7660), ('20240914', 13655), ('20240915', 7546), ('20240916', 7951), ('20240917', 17063), ('20240918', 9000), ('20240919', 19271)]",8356,整体上升趋势
1608628890825736,余生是你晚点没关系,8215,706402,2659529477,3764,2018-08-12 21:07:38,"[('20240906', 3727), ('20240907', 3652), ('20240908', 3524), ('20240909', 4427), ('20240910', 3841), ('20240911', 3933), ('20240912', 2962), ('20240913', 3569), ('20240914', 3027), ('20240915', 3353), ('20240916', 2967), ('20240917', 2973), ('20240918', 3533), ('20240919', 3857)]",130,整体上升趋势
1612580309659693,宝贵,8173,1371,27662523,20176,2018-09-25 11:53:44,"[('20240906', 107), ('20240907', 82), ('20240908', 101), ('20240909', 70), ('20240910', 53), ('20240911', 0), ('20240911', 29), ('20240912', 55), ('20240913', 52), ('20240914', 46), ('20240915', 28), ('20240916', 0), ('20240916', 36), ('20240918', 0), ('20240918', 8143), ('20240919', 48)]",-59,整体下降趋势
1581304816678925,到了一定年龄,8114,56298,113380061,2013,2017-10-15 06:43:10,"[('20240906', 396), ('20240907', 571), ('20240908', 908), ('20240909', 1089), ('20240910', 925), ('20240911', 831), ('20240912', 518), ('20240913', 503), ('20240914', 690), ('20240915', 673), ('20240916', 2284), ('20240917', 5947), ('20240918', 948), ('20240919', 659)]",263,整体上升趋势
1621104368517133,每天讲一个故事,7923,111121,929616060,8365,2018-12-28 14:00:00,"[('20240906', 1203), ('20240907', 1388), ('20240908', 1003), ('20240909', 880), ('20240910', 866), ('20240911', 944), ('20240912', 791), ('20240913', 1914), ('20240914', 5343), ('20240915', 1062), ('20240916', 2105), ('20240917', 1122), ('20240918', 1066), ('20240919', 980)]",-223,整体下降趋势
1729625732302862,一起在抖音涨知识,7920,43606,158693213,3639,2022-04-09 10:24:16,"[('20240906', 1630), ('20240907', 1258), ('20240908', 4596), ('20240909', 1821), ('20240910', 1963), ('20240911', 2444), ('20240912', 2519), ('20240913', 1710), ('20240914', 1762), ('20240915', 2101), ('20240916', 2049), ('20240917', 2285), ('20240918', 2493), ('20240919', 1672)]",42,整体上升趋势
1615490414113795,南瓜妹,213341,930,816822912,878304,2018-10-27 14:48:36,"[('20240906', 40740), ('20240907', 32688), ('20240908', 38912), ('20240909', 40258), ('20240910', 35575), ('20240911', 32359), ('20240912', 25703), ('20240913', 20012), ('20240914', 18627), ('20240915', 65794), ('20240916', 55993), ('20240917', 41805), ('20240918', 37193), ('20240919', 36433)]",-4307,整体下降趋势
1761290834752542,天地一春,7850,864,25269426,29247,2023-03-24 22:46:26,"[('20240906', 876), ('20240907', 884), ('20240908', 1018), ('20240909', 954), ('20240910', 785), ('20240911', 1126), ('20240912', 883), ('20240913', 851), ('20240914', 726), ('20240915', 900), ('20240916', 1015), ('20240917', 1020), ('20240918', 6710), ('20240919', 1214)]",338,整体上升趋势
1741317321201676,炳哥语录,7820,866,258812594,298859,2022-08-16 11:43:36,"[('20240906', 2294), ('20240907', 2194), ('20240908', 2112), ('20240909', 2712), ('20240910', 2365), ('20240911', 2286), ('20240912', 1782), ('20240913', 3699), ('20240914', 1529), ('20240915', 1412), ('20240916', 1516), ('20240917', 1545), ('20240918', 1697), ('20240919', 1911)]",-383,整体下降趋势
1660048943945739,老人言句句有道理,7760,72315,703898208,9733,2020-03-02 10:52:02,"[('20240906', 519), ('20240907', 1172), ('20240908', 536), ('20240909', 1053), ('20240910', 742), ('20240911', 1379), ('20240912', 1082), ('20240913', 1916), ('20240914', 1684), ('20240915', 864), ('20240916', 1412), ('20240917', 1360), ('20240918', 2589), ('20240919', 1414)]",895,整体上升趋势
1617833952363528,王璐瑶,7748,1079,161063664,149271,2018-11-22 11:38:09,"[('20240906', 527), ('20240907', 404), ('20240908', 342), ('20240909', 506), ('20240910', 394), ('20240911', 3109), ('20240912', 2326), ('20240913', 847), ('20240914', 370), ('20240915', 731), ('20240916', 237), ('20240917', 302), ('20240918', 2271), ('20240919', 5282)]",4755,整体上升趋势
1612074946064391,带你了解男人,66233,123662,2701339486,21844,2018-09-19 22:01:12,"[('20240906', 14525), ('20240907', 14667), ('20240908', 10848), ('20240909', 9435), ('20240910', 15219), ('20240911', 19381), ('20240912', 15428), ('20240913', 18327), ('20240914', 15951), ('20240915', 12096), ('20240916', 10923), ('20240917', 10238), ('20240918', 12328), ('20240919', 24930)]",10405,整体上升趋势
1580016031562766,情绪管理,338273,976750,9415151042,9639,2017-10-01 01:18:29,"[('20240906', 88393), ('20240907', 65430), ('20240908', 45792), ('20240909', 47101), ('20240910', 59104), ('20240911', 44511), ('20240912', 47370), ('20240913', 102015), ('20240914', 50583), ('20240915', 54178), ('20240916', 59619), ('20240917', 80554), ('20240918', 65753), ('20240919', 57919)]",-30474,整体下降趋势
1648875188986894,状元甲,7562,117387,2265217184,19297,2019-10-31 02:45:19,"[('20240906', 9147), ('20240907', 2174), ('20240912', 6285), ('20240914', 2590), ('20240915', 1074), ('20240916', 0), ('20240917', 776), ('20240919', 2808)]",-6339,整体下降趋势
7412501349629986856,爱氏哲学,7437,7,532785,76112,2024-09-09 04:51:04,"[('20240909', 660), ('20240910', 403), ('20240911', 1994), ('20240912', 2286), ('20240913', 1507), ('20240914', 1753), ('20240915', 1234), ('20240916', 779), ('20240917', 2156), ('20240918', 1530), ('20240919', 790)]",130,整体上升趋势
1612908960240653,用生命影响生命,7406,4291,18704157,4358,2018-09-29 02:57:30,"[('20240906', 94), ('20240907', 167), ('20240908', 103), ('20240909', 177), ('20240910', 108), ('20240911', 130), ('20240912', 163), ('20240913', 1368), ('20240914', 2975), ('20240915', 1726), ('20240916', 1231), ('20240917', 1162), ('20240918', 518), ('20240919', 390)]",296,整体上升趋势
1625173359869959,现象与本质,7389,13822,104753012,7578,2019-02-11 11:54:53,"[('20240906', 1252), ('20240907', 7650), ('20240908', 2922), ('20240909', 2235), ('20240910', 1109), ('20240911', 727), ('20240912', 714), ('20240913', 2056), ('20240914', 672), ('20240915', 579), ('20240916', 2346), ('20240917', 1883), ('20240918', 1414), ('20240919', 838)]",-414,整体下降趋势
7394381868327503910,月中蝶随心文案,7381,39,9792051,251078,2024-07-22 08:59:36,"[('20240906', 2040), ('20240907', 2110), ('20240908', 1188), ('20240909', 2632), ('20240910', 2535), ('20240911', 1107), ('20240912', 2500), ('20240913', 1127), ('20240914', 2474), ('20240915', 1091), ('20240916', 2236), ('20240917', 876), ('20240918', 1978), ('20240919', 1226)]",-814,整体下降趋势
1588015665610766,情不知所起一往而深,26600,760163,2141035503,2816,2017-12-28 08:29:14,"[('20240906', 2826), ('20240907', 5542), ('20240908', 16298), ('20240909', 15255), ('20240910', 4580), ('20240911', 3635), ('20240912', 3179), ('20240913', 3813), ('20240914', 3505), ('20240915', 3000), ('20240916', 2700), ('20240917', 3930), ('20240918', 10826), ('20240919', 11947)]",9121,整体上升趋势
1735860741004364,悲伤小狗日记,7285,1095251,3285876381,3000,2022-06-17 06:04:53,"[('20240906', 1073), ('20240907', 4824), ('20240908', 1169), ('20240909', 1049), ('20240910', 1118), ('20240911', 1541), ('20240912', 1542), ('20240913', 1410), ('20240914', 3660), ('20240915', 889), ('20240916', 3011), ('20240917', 1094), ('20240918', 985), ('20240919', 818)]",-255,整体下降趋势
1703436480950276,氛围感配音,7257,74790,683545628,9139,2021-06-24 08:40:37,"[('20240906', 2634), ('20240907', 2601), ('20240908', 2483), ('20240909', 2542), ('20240910', 2482), ('20240911', 1679), ('20240912', 1509), ('20240913', 1725), ('20240914', 1839), ('20240915', 2015), ('20240916', 2235), ('20240917', 2447), ('20240918', 2085), ('20240919', 1734)]",-900,整体下降趋势
1632879762311180,删除和拉黑哪个更绝情,8080,31254,347575868,11121,2019-05-07 13:24:51,"[('20240906', 450), ('20240907', 834), ('20240908', 874), ('20240909', 895), ('20240910', 620), ('20240911', 715), ('20240912', 616), ('20240913', 548), ('20240914', 496), ('20240915', 423), ('20240916', 436), ('20240917', 424), ('20240918', 409), ('20240919', 7803)]",7353,整体上升趋势
1667756804460558,加偏旁变新字,7113,820,43805352,53421,2020-05-26 12:42:23,"[('20240906', 43), ('20240907', 44), ('20240907', 0), ('20240908', 44), ('20240909', 368), ('20240910', 1604), ('20240910', 0), ('20240911', 45), ('20240911', 0), ('20240912', 60), ('20240913', 54), ('20240914', 353), ('20240915', 51), ('20240916', 4667), ('20240917', 375), ('20240918', 2631), ('20240919', 195)]",152,整体上升趋势
1722840310290436,到底应该怎样教育孩子,7090,2956,20193676,6831,2022-01-24 12:49:31,"[('20240906', 44), ('20240907', 87), ('20240908', 42), ('20240909', 42), ('20240910', 59), ('20240911', 63), ('20240912', 97), ('20240913', 75), ('20240914', 64), ('20240915', 56), ('20240916', 22), ('20240917', 39), ('20240918', 6797), ('20240919', 511)]",467,整体上升趋势
1602009700683779,大彻大悟,7075,16342,135138280,8269,2018-05-31 19:38:26,"[('20240906', 304), ('20240907', 405), ('20240908', 377), ('20240909', 312), ('20240910', 421), ('20240911', 543), ('20240912', 332), ('20240913', 214), ('20240914', 155), ('20240915', 232), ('20240916', 176), ('20240917', 4678), ('20240918', 2179), ('20240919', 1079)]",775,整体上升趋势
1664203913996296,福慧棠,6983,1867,93634245,50152,2020-04-17 07:30:49,"[('20240906', 2372), ('20240907', 2222), ('20240908', 1510), ('20240909', 1793), ('20240910', 3430), ('20240911', 1883), ('20240912', 1489), ('20240913', 1324), ('20240914', 1298), ('20240915', 1577), ('20240916', 1614), ('20240917', 1226), ('20240918', 1742), ('20240919', 3084)]",712,整体上升趋势
1668304055872519,恍恍惚惚半生已过,6982,32884,64482924,1960,2020-06-01 13:40:37,"[('20240906', 2091), ('20240907', 2998), ('20240908', 2570), ('20240909', 3011), ('20240910', 2693), ('20240911', 2520), ('20240912', 2921), ('20240913', 3266), ('20240914', 2629), ('20240915', 2259), ('20240916', 2493), ('20240917', 2891), ('20240918', 2503), ('20240919', 2838)]",747,整体上升趋势
1757070106045443,古法三通瑜伽,6969,539,41152410,76349,2023-02-06 08:46:01,"[('20240906', 0), ('20240910', 0), ('20240912', 0), ('20240913', 1217), ('20240914', 0), ('20240916', 0), ('20240918', 917), ('20240919', 507)]",507,整体上升趋势
7415755304207386676,只要女人结完婚以后,6869,1,617161,617161,2024-09-17 23:19:29,"[('20240918', 5412), ('20240919', 1947)]",-3465,整体下降趋势
1767586691480583,感情文案,6758,177515,842199805,4744,2023-06-02 10:34:28,"[('20240906', 0), ('20240907', 0), ('20240908', 0), ('20240909', 0), ('20240910', 0), ('20240912', 3255), ('20240913', 0), ('20240916', 0), ('20240917', 2299), ('20240919', 2624)]",2624,整体上升趋势
1751006277584896,少许荷西,6727,570,74196149,130168,2022-12-01 10:18:55,"[('20240906', 2868), ('20240907', 2995), ('20240908', 3100), ('20240909', 2818), ('20240910', 2642), ('20240911', 7504), ('20240912', 2894), ('20240913', 1929), ('20240914', 2221), ('20240915', 2005), ('20240916', 2073), ('20240917', 2023), ('20240918', 1788), ('20240919', 1804)]",-1064,整体下降趋势
1579154445720654,再见了,6701,113315,440952806,3891,2017-09-21 13:03:57,"[('20240906', 41588), ('20240907', 2094), ('20240908', 1585), ('20240909', 916), ('20240910', 508), ('20240911', 538), ('20240912', 334), ('20240913', 298), ('20240914', 338), ('20240915', 385), ('20240916', 231), ('20240917', 316), ('20240918', 244), ('20240919', 6258)]",-35330,整体下降趋势
1581051847181357,灵魂伴侣,65754,203246,2242783277,11034,2017-10-12 11:42:20,"[('20240906', 5214), ('20240907', 5587), ('20240908', 5899), ('20240909', 3143), ('20240910', 2462), ('20240911', 2651), ('20240912', 3040), ('20240913', 2198), ('20240914', 10093), ('20240915', 25010), ('20240916', 11851), ('20240917', 8875), ('20240918', 15977), ('20240919', 11355)]",6141,整体上升趋势
1623420737847309,偏爱和例外,6564,307332,2866311025,9326,2019-01-23 03:37:42,"[('20240906', 2097), ('20240907', 2430), ('20240908', 3278), ('20240909', 4169), ('20240910', 2115), ('20240911', 1964), ('20240912', 1917), ('20240913', 1880), ('20240914', 1910), ('20240915', 1740), ('20240916', 2532), ('20240917', 1848), ('20240918', 2372), ('20240919', 2296)]",199,整体上升趋势
1618521234554888,做智慧女人,6535,173584,1156587608,6662,2018-11-30 01:42:12,"[('20240906', 1350), ('20240907', 1145), ('20240908', 1215), ('20240909', 1074), ('20240910', 1010), ('20240911', 1215), ('20240912', 1781), ('20240913', 2489), ('20240914', 2472), ('20240915', 1804), ('20240916', 2228), ('20240917', 1521), ('20240918', 1320), ('20240919', 1550)]",200,整体上升趋势
1589673005041742,致自己的一段话,6466,1171192,1493436328,1275,2018-01-15 15:31:56,"[('20240906', 1765), ('20240907', 1657), ('20240908', 3474), ('20240909', 2197), ('20240910', 1916), ('20240911', 1863), ('20240912', 1985), ('20240913', 1671), ('20240914', 2154), ('20240915', 1814), ('20240916', 1995), ('20240917', 1346), ('20240918', 1780), ('20240919', 2142)]",377,整体上升趋势
1621559085699085,懂你的人才配的上你的余生,6355,12873,26740618,2077,2019-01-02 14:27:33,"[('20240906', 497), ('20240907', 411), ('20240908', 440), ('20240909', 469), ('20240910', 504), ('20240911', 426), ('20240912', 426), ('20240913', 1813), ('20240914', 822), ('20240915', 470), ('20240916', 407), ('20240917', 390), ('20240918', 321), ('20240919', 4687)]",4190,整体上升趋势
1659648170484744,感悟世间百态,6351,441920,734366769,1661,2020-02-27 00:37:39,"[('20240906', 1960), ('20240907', 1598), ('20240908', 1578), ('20240909', 1519), ('20240910', 2174), ('20240911', 3194), ('20240912', 2095), ('20240913', 1839), ('20240914', 2224), ('20240915', 2084), ('20240916', 1674), ('20240917', 1365), ('20240918', 1291), ('20240919', 1718)]",-242,整体下降趋势
7351909761522075689,爱上你是让我最心痛的事,6257,157,8124650,51749,2024-03-29 22:05:18,"[('20240906', 3512), ('20240907', 2421), ('20240908', 2671), ('20240909', 3099), ('20240910', 2602), ('20240911', 2126), ('20240912', 1587), ('20240913', 1701), ('20240914', 1505), ('20240915', 1568), ('20240916', 1093), ('20240917', 0), ('20240917', 882), ('20240918', 711), ('20240919', 526)]",-2986,整体下降趋势
1614249934154765,总有一些行为让你突然寒了心,6249,5829322,6052556402,1038,2018-10-13 22:11:42,"[('20240906', 3576), ('20240907', 3170), ('20240908', 3349), ('20240909', 3263), ('20240910', 3122), ('20240911', 3243), ('20240912', 3381), ('20240913', 3344), ('20240914', 3335), ('20240915', 3132), ('20240916', 2917), ('20240917', 2934), ('20240918', 3164), ('20240919', 3904)]",328,整体上升趋势
1726931611654148,了解男人的内心,24457,38424,592148290,15410,2022-03-10 16:52:29,"[('20240906', 2527), ('20240907', 2549), ('20240908', 3299), ('20240909', 2661), ('20240910', 1864), ('20240911', 1902), ('20240912', 2139), ('20240913', 1830), ('20240914', 1683), ('20240915', 2351), ('20240916', 10423), ('20240917', 6280), ('20240918', 2653), ('20240919', 9589)]",7062,整体上升趋势
1589170344760323,逃避,6218,10601,214423229,20226,2018-01-10 02:22:22,"[('20240906', 478), ('20240907', 343), ('20240908', 459), ('20240909', 282), ('20240910', 295), ('20240911', 311), ('20240912', 299), ('20240913', 2134), ('20240914', 1871), ('20240915', 501), ('20240916', 862), ('20240917', 1920), ('20240918', 753), ('20240919', 455)]",-23,整体下降趋势
1610961002257437,对的人早晚会相逢,6192,386676,1222276286,3160,2018-09-07 14:55:33,"[('20240906', 2282), ('20240907', 2254), ('20240908', 2350), ('20240909', 2185), ('20240910', 2236), ('20240911', 2124), ('20240912', 2362), ('20240913', 2411), ('20240914', 2410), ('20240915', 2317), ('20240916', 1718), ('20240917', 1709), ('20240918', 2774), ('20240919', 2475)]",193,整体上升趋势
1708884075803652,赵镜维,6191,723,56372656,77970,2021-08-23 11:40:55,"[('20240906', 611), ('20240907', 624), ('20240908', 744), ('20240909', 2468), ('20240910', 1222), ('20240911', 1201), ('20240912', 2854), ('20240913', 3745), ('20240914', 1667), ('20240915', 695), ('20240916', 580), ('20240917', 654), ('20240918', 1749), ('20240919', 626)]",15,整体上升趋势
1590678617147405,平凡人生,6177,14750,108103895,7329,2018-01-26 17:55:43,"[('20240906', 88), ('20240907', 163), ('20240908', 149), ('20240909', 153), ('20240910', 103), ('20240910', 0), ('20240911', 151), ('20240912', 201), ('20240913', 169), ('20240914', 208), ('20240915', 1999), ('20240916', 2680), ('20240917', 854), ('20240918', 1536), ('20240919', 541)]",453,整体上升趋势
1589661356477443,星座配对,6116,38119,1057269138,27736,2018-01-15 12:26:48,"[('20240906', 1997), ('20240907', 2306), ('20240908', 2305), ('20240909', 2268), ('20240910', 2296), ('20240911', 2002), ('20240912', 1760), ('20240913', 1956), ('20240914', 1857), ('20240915', 1834), ('20240916', 1953), ('20240917', 2107), ('20240918', 1977), ('20240919', 2069)]",72,整体上升趋势
1683601232171016,好心态就是最好的风水,6112,40682,60721262,1492,2020-11-17 10:02:28,"[('20240906', 359), ('20240907', 277), ('20240908', 331), ('20240909', 497), ('20240910', 342), ('20240911', 270), ('20240912', 336), ('20240913', 536), ('20240914', 371), ('20240915', 763), ('20240916', 631), ('20240917', 1444), ('20240918', 2920), ('20240919', 3028)]",2669,整体上升趋势
1605712641040397,做独一无二的自己,6063,317399,369228632,1163,2018-07-11 16:35:05,"[('20240906', 3156), ('20240907', 2549), ('20240908', 2487), ('20240909', 2916), ('20240910', 3224), ('20240911', 3198), ('20240912', 2992), ('20240913', 2994), ('20240914', 3715), ('20240915', 2232), ('20240916', 2597), ('20240917', 1974), ('20240918', 2262), ('20240919', 2461)]",-695,整体下降趋势
7352835503895119882,高情商口才书,6004,350,15127160,43220,2024-04-01 09:58:29,"[('20240906', 782), ('20240907', 855), ('20240908', 664), ('20240909', 792), ('20240910', 1520), ('20240911', 6535), ('20240912', 3107), ('20240913', 1942), ('20240914', 1444), ('20240915', 1328), ('20240916', 992), ('20240917', 845), ('20240918', 1291), ('20240919', 692)]",-90,整体下降趋势
1607434018919437,知足就是幸福,6001,6210,25391571,4088,2018-07-30 16:35:39,"[('20240906', 169), ('20240907', 109), ('20240908', 178), ('20240909', 213), ('20240910', 226), ('20240911', 132), ('20240912', 6040), ('20240913', 3251), ('20240914', 1323), ('20240915', 987), ('20240916', 685), ('20240917', 622), ('20240918', 484), ('20240919', 350)]",181,整体上升趋势
1612653053158451,从深爱到敷衍,5983,19954,168403096,8439,2018-09-26 07:09:58,"[('20240906', 8774), ('20240907', 5233), ('20240908', 3725), ('20240909', 2970), ('20240910', 2355), ('20240911', 1529), ('20240912', 1677), ('20240913', 1326), ('20240914', 1201), ('20240915', 1051), ('20240916', 1046), ('20240917', 1008), ('20240918', 1095), ('20240919', 1753)]",-7021,整体下降趋势
1608056044819533,相处方式,5966,8327,185890833,22323,2018-08-06 13:22:29,"[('20240906', 216), ('20240907', 1065), ('20240908', 571), ('20240909', 7290), ('20240910', 9600), ('20240911', 13977), ('20240912', 4286), ('20240913', 2461), ('20240914', 2050), ('20240915', 1109), ('20240916', 658), ('20240917', 559), ('20240918', 510), ('20240919', 577)]",361,整体上升趋势
1745260051165188,简单一步让你突破播放量,5946,62951,385471389,6123,2022-09-29 00:02:06,"[('20240906', 1245), ('20240907', 2135), ('20240908', 1356), ('20240909', 1428), ('20240910', 1277), ('20240911', 1391), ('20240912', 1201), ('20240913', 1207), ('20240914', 1106), ('20240915', 1219), ('20240916', 1227), ('20240917', 1149), ('20240918', 1183), ('20240919', 1271)]",26,整体上升趋势
1590367538112525,人生值得,5943,3729,18546601,4973,2018-01-23 07:31:15,"[('20240906', 0), ('20240906', 32), ('20240907', 25), ('20240907', 0), ('20240908', 38), ('20240908', 0), ('20240909', 23), ('20240910', 36), ('20240910', 0), ('20240911', 70), ('20240911', 0), ('20240912', 0), ('20240912', 4012), ('20240913', 0), ('20240913', 2905), ('20240914', 0), ('20240914', 2128), ('20240915', 525), ('20240915', 0), ('20240916', 0), ('20240916', 552), ('20240917', 0), ('20240917', 491), ('20240918', 0), ('20240918', 279), ('20240919', 311)]",311,整体上升趋势
1610132335154189,好的孤独,5890,2954,27270216,9231,2018-08-29 11:24:14,"[('20240906', 1851), ('20240907', 2052), ('20240908', 2288), ('20240909', 2149), ('20240910', 1764), ('20240911', 1813), ('20240912', 1678), ('20240913', 1538), ('20240914', 1654), ('20240915', 1305), ('20240916', 1402), ('20240917', 1413), ('20240918', 1271), ('20240919', 1260)]",-591,整体下降趋势
1621446182092867,失望瞬间,5732,1779,4484066,2520,2019-01-01 08:32:59,"[('20240906', 21), ('20240907', 29), ('20240908', 43), ('20240909', 22), ('20240910', 21), ('20240911', 21), ('20240912', 22), ('20240913', 22), ('20240914', 21), ('20240915', 0), ('20240915', 919), ('20240916', 0), ('20240916', 2296), ('20240917', 2016), ('20240917', 0), ('20240918', 1521), ('20240918', 0), ('20240919', 22)]",1,整体上升趋势
1592661850156040,心情日记,5670,809955,1418749025,1751,2018-02-17 15:18:21,"[('20240906', 4592), ('20240907', 2014), ('20240908', 2009), ('20240909', 1837), ('20240910', 1735), ('20240911', 1574), ('20240912', 1714), ('20240913', 1952), ('20240914', 1776), ('20240915', 1991), ('20240916', 2263), ('20240917', 1935), ('20240918', 1836), ('20240919', 1677)]",-2915,整体下降趋势
1602575501144078,女人要为自己而活,5606,1611351,1165873821,723,2018-06-07 01:31:36,"[('20240906', 3616), ('20240907', 3724), ('20240908', 3218), ('20240909', 9580), ('20240910', 3166), ('20240911', 3326), ('20240912', 3344), ('20240913', 3473), ('20240914', 3047), ('20240915', 2806), ('20240916', 2968), ('20240917', 2978), ('20240918', 2677), ('20240919', 2909)]",-707,整体下降趋势
1607334743195656,疲惫的生活,5602,957261,1067899705,1115,2018-07-29 14:17:42,"[('20240906', 2791), ('20240907', 2662), ('20240908', 2742), ('20240909', 2682), ('20240910', 3167), ('20240911', 3318), ('20240912', 3343), ('20240913', 2979), ('20240914', 3075), ('20240915', 2632), ('20240916', 2396), ('20240917', 2418), ('20240918', 3073), ('20240919', 2805)]",14,整体上升趋势
1664636566126600,手写墙体字,5592,155,9529967,61483,2020-04-22 02:07:22,"[('20240906', 159), ('20240907', 632), ('20240908', 206), ('20240909', 295), ('20240910', 352), ('20240911', 177), ('20240912', 444), ('20240913', 422), ('20240914', 325), ('20240915', 335), ('20240916', 138), ('20240917', 5255), ('20240918', 645), ('20240919', 369)]",210,整体上升趋势
1587126333660174,人生道理,104879,190858,1227306967,6430,2017-12-18 12:53:41,"[('20240906', 14360), ('20240907', 0), ('20240907', 11464), ('20240908', 19378), ('20240909', 12956), ('20240910', 50311), ('20240911', 38034), ('20240912', 34657), ('20240913', 25745), ('20240914', 13901), ('20240915', 9209), ('20240916', 21235), ('20240917', 7454), ('20240918', 13333), ('20240919', 41155)]",26795,整体上升趋势
1637383399060493,人性感悟,5559,62730,551456590,8790,2019-06-26 06:28:14,"[('20240906', 1374), ('20240907', 1166), ('20240908', 928), ('20240909', 1000), ('20240910', 913), ('20240911', 943), ('20240912', 793), ('20240913', 1100), ('20240914', 1671), ('20240915', 1167), ('20240916', 777), ('20240917', 1115), ('20240918', 2080), ('20240919', 1532)]",158,整体上升趋势
