话题id,话题,热度值,发布视频量,播放量,稿均播放量,话题创建时间,话题时间热度键值对,差分值,趋势
1.63131E+15,倒插门女婿,208,2439,242644034,99485,2019/4/20 4:52,"[('20240906', 63), ('20240907', 87), ('20240907', 0), ('20240908', 49), ('20240909', 98), ('20240910', 130), ('20240911', 74), ('20240912', 76), ('20240913', 0), ('20240913', 101), ('20240914', 0), ('20240914', 65), ('20240915', 60), ('20240916', 139), ('20240917', 98), ('20240918', 0), ('20240918', 75), ('20240919', 62)]",-1,整体下降趋势
1.73261E+15,望穿心理,205,254,1810775,7129,2022/5/12 8:43,"[('20240906', 150), ('20240907', 87), ('20240908', 78), ('20240909', 217), ('20240910', 209), ('20240911', 103), ('20240912', 166), ('20240913', 118), ('20240914', 84), ('20240917', 28), ('20240918', 102), ('20240919', 191)]",41,整体上升趋势
1.65762E+15,假性亲密关系,205,893,19934346,22322,2020/2/4 14:29,"[('20240906', 116), ('20240907', 120), ('20240908', 116), ('20240908', 0), ('20240909', 101), ('20240910', 147), ('20240911', 148), ('20240912', 79), ('20240913', 95), ('20240914', 89), ('20240915', 70), ('20240916', 120), ('20240917', 112), ('20240918', 49), ('20240919', 92)]",-24,整体下降趋势
7.39515E+18,东城老师,203,5,599210,119842,2024/7/24 10:25,"[('20240906', 124), ('20240907', 63), ('20240908', 144), ('20240909', 141), ('20240910', 210), ('20240911', 114), ('20240912', 160), ('20240913', 119), ('20240914', 56), ('20240915', 39), ('20240916', 92), ('20240917', 59), ('20240918', 75), ('20240919', 69)]",-55,整体下降趋势
1.65724E+15,婚姻情感家庭,9969,114809,2767191844,24102,2020/1/31 9:52,"[('20240906', 4113), ('20240907', 4217), ('20240908', 3819), ('20240909', 3945), ('20240910', 3772), ('20240911', 3799), ('20240912', 4145), ('20240913', 3808), ('20240914', 3477), ('20240915', 3240), ('20240916', 3662), ('20240917', 3575), ('20240918', 4010), ('20240919', 4098)]",-15,整体下降趋势
1.6375E+15,唯爱妈妈,199,185,2318910,12534,2019/6/27 12:44,"[('20240906', 21), ('20240907', 39), ('20240908', 21), ('20240909', 62), ('20240910', 80), ('20240911', 147), ('20240912', 75), ('20240913', 127), ('20240914', 119), ('20240915', 63), ('20240916', 57), ('20240917', 48), ('20240918', 74), ('20240919', 43)]",22,整体上升趋势
1.6687E+15,中国优秀外交官,198,72,2310900,32095,2020/6/5 22:00,"[('20240919', 177)]",0,无明显趋势变化
1.60805E+15,二婚男人,1400,5168,136938676,26497,2018/8/6 10:54,"[('20240906', 294), ('20240907', 251), ('20240908', 226), ('20240909', 196), ('20240910', 302), ('20240911', 276), ('20240912', 375), ('20240913', 392), ('20240914', 279), ('20240915', 267), ('20240916', 428), ('20240917', 406), ('20240918', 588), ('20240919', 476)]",182,整体上升趋势
1.78635E+15,独立思考对人有多重要,195,178,5780020,32472,2023/12/26 13:50,"[('20240906', 36), ('20240906', 0), ('20240907', 29), ('20240907', 0), ('20240908', 0), ('20240908', 341), ('20240909', 75), ('20240909', 0), ('20240910', 62), ('20240911', 60), ('20240911', 0), ('20240912', 49), ('20240913', 31), ('20240913', 0), ('20240914', 0), ('20240914', 77), ('20240915', 48), ('20240916', 43), ('20240916', 0), ('20240917', 53), ('20240917', 0), ('20240918', 51), ('20240919', 48)]",12,整体上升趋势
1.5811E+15,我有一个问题,190,1364,98258613,72037,2017/10/13 0:33,"[('20240906', 238), ('20240907', 77), ('20240908', 181), ('20240909', 129), ('20240910', 210), ('20240911', 163), ('20240912', 190), ('20240913', 140), ('20240914', 255), ('20240915', 197), ('20240916', 158), ('20240917', 128), ('20240918', 261), ('20240919', 85)]",-153,整体下降趋势
1.61003E+15,晓声长谈,189,314,136696251,435338,2018/8/28 8:42,"[('20240906', 333), ('20240907', 216), ('20240908', 173), ('20240909', 115), ('20240910', 153), ('20240911', 87), ('20240912', 153), ('20240913', 198), ('20240914', 131), ('20240915', 115), ('20240916', 87), ('20240917', 117), ('20240918', 179), ('20240919', 110)]",-223,整体下降趋势
1.67062E+15,女婿与丈母娘斗智斗勇,189,416,38358594,92208,2020/6/27 4:09,"[('20240919', 27)]",0,无明显趋势变化
1.7064E+15,妻子开心,187,10,13589,1358,2021/7/27 0:58,"[('20240919', 187)]",0,无明显趋势变化
1.60104E+15,经济大权,184,414,22077751,53327,2018/5/21 2:03,"[('20240906', 64), ('20240906', 0), ('20240907', 79), ('20240908', 87), ('20240909', 56), ('20240910', 0), ('20240910', 82), ('20240911', 75), ('20240912', 93), ('20240913', 0), ('20240913', 26), ('20240914', 39), ('20240914', 0), ('20240915', 0), ('20240915', 25), ('20240916', 71), ('20240916', 0), ('20240917', 0), ('20240917', 47), ('20240918', 67), ('20240919', 77)]",13,整体上升趋势
7.39316E+18,遇到你真的中了上上签,183,365,4514842,12369,2024/7/19 2:07,"[('20240906', 75), ('20240907', 0), ('20240907', 79), ('20240908', 0), ('20240908', 65), ('20240909', 58), ('20240909', 0), ('20240910', 82), ('20240910', 0), ('20240911', 0), ('20240911', 63), ('20240912', 55), ('20240913', 0), ('20240913', 75), ('20240914', 0), ('20240914', 52), ('20240915', 55), ('20240915', 0), ('20240916', 0), ('20240916', 53), ('20240917', 27), ('20240918', 36), ('20240919', 31)]",-44,整体下降趋势
1.62537E+15,婆婆难当,181,791,34654595,43811,2019/2/13 15:16,"[('20240919', 123)]",0,无明显趋势变化
1.59453E+15,蓝颜知己,181,7172,160837067,22425,2018/3/10 7:05,"[('20240906', 69), ('20240906', 0), ('20240907', 87), ('20240908', 60), ('20240908', 0), ('20240909', 61), ('20240910', 197), ('20240911', 221), ('20240912', 152), ('20240913', 134), ('20240914', 123), ('20240915', 82), ('20240916', 67), ('20240917', 68), ('20240918', 101), ('20240919', 77)]",8,整体上升趋势
1.67661E+15,智怼婆婆,177,180,102875551,571530,2020/9/1 4:56,"[('20240907', 56), ('20240908', 94), ('20240911', 0), ('20240913', 102), ('20240919', 146)]",90,整体上升趋势
1.69747E+15,嫁错人和不结婚哪个更可怕,173,27676,239785166,8664,2021/4/19 12:07,"[('20240906', 81), ('20240907', 57), ('20240908', 57), ('20240909', 40), ('20240910', 131), ('20240911', 148), ('20240912', 76), ('20240913', 88), ('20240914', 57), ('20240915', 58), ('20240916', 126), ('20240917', 79), ('20240918', 89), ('20240919', 146)]",65,整体上升趋势
1.62218E+15,慕子,172,2030,102102788,50296,2019/1/9 11:01,"[('20240906', 222), ('20240907', 144), ('20240908', 115), ('20240909', 194), ('20240910', 162), ('20240911', 107), ('20240912', 128), ('20240913', 111), ('20240914', 140), ('20240915', 170), ('20240916', 109), ('20240917', 119), ('20240918', 56), ('20240919', 138)]",-84,整体下降趋势
1.60812E+15,富足,172,11475,30697511,2675,2018/8/7 6:22,"[('20240906', 113), ('20240907', 392), ('20240908', 94), ('20240909', 125), ('20240910', 87), ('20240911', 71), ('20240912', 124), ('20240913', 73), ('20240914', 72), ('20240915', 116), ('20240916', 81), ('20240917', 67), ('20240918', 123), ('20240919', 146)]",33,整体上升趋势
1.63885E+15,夫妻经营,2805,696,16771273,24096,2019/7/12 11:47,"[('20240906', 823), ('20240907', 767), ('20240907', 0), ('20240908', 1235), ('20240909', 737), ('20240910', 0), ('20240910', 512), ('20240911', 0), ('20240911', 1124), ('20240912', 596), ('20240913', 589), ('20240914', 467), ('20240915', 312), ('20240916', 553), ('20240917', 623), ('20240918', 577), ('20240919', 855)]",32,整体上升趋势
1.60965E+15,你们婆媳关系好吗,6602,41868,640411215,15295,2018/8/24 4:31,"[('20240906', 6044), ('20240907', 3925), ('20240908', 3230), ('20240909', 2216), ('20240910', 1997), ('20240911', 1720), ('20240912', 1581), ('20240913', 1524), ('20240914', 1287), ('20240915', 1283), ('20240916', 1296), ('20240917', 1363), ('20240918', 1449), ('20240919', 1733)]",-4311,整体下降趋势
1.65958E+15,父母着急,158,140,12571646,89797,2020/2/26 6:10,"[('20240906', 47), ('20240907', 46), ('20240908', 104), ('20240909', 46), ('20240910', 39), ('20240911', 53), ('20240912', 69), ('20240913', 81), ('20240914', 56), ('20240915', 46), ('20240916', 52), ('20240917', 40), ('20240918', 61), ('20240919', 78)]",31,整体上升趋势
7.41599E+18,艾力老师的抖音课,183,1,10918,10918,2024/9/18 14:19,"[('20240918', 27), ('20240919', 178)]",151,整体上升趋势
1.71948E+15,感情中如何摆正自己的位置,156,12332,48248349,3912,2021/12/18 11:53,"[('20240906', 51), ('20240907', 59), ('20240908', 106), ('20240909', 66), ('20240910', 66), ('20240911', 98), ('20240912', 23), ('20240913', 34), ('20240914', 84), ('20240915', 46), ('20240916', 139), ('20240917', 151), ('20240918', 67), ('20240919', 105)]",54,整体上升趋势
1.65326E+15,你缺老婆吗,155,23019,307885346,13375,2019/12/18 13:26,"[('20240906', 111), ('20240907', 143), ('20240908', 111), ('20240909', 145), ('20240910', 93), ('20240911', 143), ('20240912', 176), ('20240913', 156), ('20240914', 89), ('20240915', 142), ('20240916', 121), ('20240917', 115), ('20240918', 107), ('20240919', 123)]",12,整体上升趋势
1.6414E+15,风会告诉你,151,945,10001588,10583,2019/8/9 14:09,"[('20240906', 96), ('20240907', 104), ('20240908', 157), ('20240909', 143), ('20240910', 123), ('20240911', 126), ('20240912', 87), ('20240913', 73), ('20240914', 121), ('20240915', 131), ('20240916', 105), ('20240917', 247), ('20240918', 119), ('20240919', 120)]",24,整体上升趋势
1.59202E+15,亏心事,150,329,25712509,78153,2018/2/10 12:16,"[('20240906', 23), ('20240907', 26), ('20240907', 0), ('20240908', 30), ('20240909', 22), ('20240909', 0), ('20240910', 22), ('20240911', 22), ('20240912', 22), ('20240913', 29), ('20240914', 0), ('20240914', 56), ('20240915', 51), ('20240915', 0), ('20240916', 39), ('20240916', 0), ('20240917', 41), ('20240917', 0), ('20240918', 38), ('20240918', 0), ('20240919', 38)]",15,整体上升趋势
1.61493E+15,未婚男,150,258,2189338,8485,2018/10/21 9:03,"[('20240906', 50), ('20240907', 93), ('20240908', 104), ('20240909', 87), ('20240910', 50), ('20240911', 95), ('20240912', 64), ('20240913', 79), ('20240914', 60), ('20240915', 69), ('20240916', 82), ('20240917', 94), ('20240918', 91), ('20240919', 58)]",8,整体上升趋势
1.71785E+15,适合你的婚姻,207,41,3338376,81423,2021/11/30 11:36,"[('20240906', 23), ('20240907', 22), ('20240908', 29), ('20240909', 29), ('20240910', 56), ('20240911', 21), ('20240912', 22), ('20240913', 24), ('20240914', 36), ('20240915', 36), ('20240916', 21), ('20240917', 29), ('20240918', 23), ('20240919', 174)]",151,整体上升趋势
1.61091E+15,樱桃说,143,227,8815037,38832,2018/9/7 1:35,"[('20240906', 115), ('20240907', 123), ('20240908', 119), ('20240909', 140), ('20240910', 79), ('20240911', 105), ('20240912', 112), ('20240913', 89), ('20240914', 94), ('20240915', 80), ('20240916', 81), ('20240917', 129), ('20240918', 96), ('20240919', 86)]",-29,整体下降趋势
1.67001E+15,女性择偶观,138,1099,86052632,78300,2020/6/20 9:36,"[('20240919', 34)]",0,无明显趋势变化
1.64457E+15,中年夫妇,137,8676,59919555,6906,2019/9/13 14:16,"[('20240906', 30), ('20240906', 0), ('20240907', 22), ('20240908', 0), ('20240908', 22), ('20240909', 0), ('20240909', 104), ('20240910', 90), ('20240911', 26), ('20240912', 0), ('20240912', 24), ('20240913', 93), ('20240914', 62), ('20240915', 0), ('20240915', 47), ('20240916', 65), ('20240917', 0), ('20240917', 58), ('20240918', 45), ('20240919', 43)]",13,整体上升趋势
1.63295E+15,加油单亲妈妈,136,6341,117674556,18557,2019/5/8 7:17,"[('20240906', 157), ('20240907', 123), ('20240908', 166), ('20240909', 118), ('20240910', 83), ('20240911', 111), ('20240912', 59), ('20240913', 74), ('20240914', 74), ('20240915', 124), ('20240916', 110), ('20240917', 89), ('20240918', 137), ('20240919', 110)]",-47,整体下降趋势
1.61511E+15,男人的痛苦,309,398,2299316,5777,2018/10/23 11:03,"[('20240911', 21), ('20240912', 21), ('20240913', 29), ('20240913', 0), ('20240915', 52), ('20240918', 174), ('20240919', 175)]",154,整体上升趋势
1.61862E+15,挽回老公,135,1964,47882165,24379,2018/12/1 3:59,"[('20240906', 115), ('20240907', 56), ('20240908', 79), ('20240909', 138), ('20240910', 71), ('20240911', 56), ('20240912', 56), ('20240913', 98), ('20240914', 21), ('20240915', 63), ('20240916', 103), ('20240917', 120), ('20240918', 56), ('20240919', 118)]",3,整体上升趋势
1.5934E+15,我家儿子,135,2628,10092651,3840,2018/2/25 17:37,"[('20240906', 97), ('20240907', 106), ('20240908', 124), ('20240909', 88), ('20240910', 129), ('20240911', 62), ('20240912', 114), ('20240913', 45), ('20240914', 125), ('20240915', 110), ('20240916', 178), ('20240917', 96), ('20240918', 103), ('20240919', 83)]",-14,整体下降趋势
1.63623E+15,钱永静,134,545,27852202,51104,2019/6/13 14:12,"[('20240906', 71), ('20240907', 94), ('20240908', 97), ('20240909', 66), ('20240910', 40), ('20240911', 32), ('20240912', 56), ('20240913', 33), ('20240914', 70), ('20240915', 73), ('20240916', 38), ('20240917', 41), ('20240918', 49), ('20240919', 50)]",-21,整体下降趋势
1.63496E+15,人与社会,133,495,2147661,4338,2019/5/30 12:47,"[('20240906', 59), ('20240907', 58), ('20240908', 97), ('20240909', 95), ('20240910', 51), ('20240911', 93), ('20240912', 92), ('20240913', 95), ('20240914', 84), ('20240915', 42), ('20240916', 59), ('20240917', 70), ('20240918', 73), ('20240919', 89)]",30,整体上升趋势
1.71483E+15,贝律师的碎碎念,133,596,7069100,11860,2021/10/28 2:01,"[('20240906', 94), ('20240907', 103), ('20240908', 62), ('20240909', 75), ('20240910', 81), ('20240911', 73), ('20240912', 121), ('20240913', 78), ('20240914', 90), ('20240915', 39), ('20240916', 131), ('20240917', 52), ('20240918', 72), ('20240919', 100)]",6,整体上升趋势
1.7347E+15,月辉律师,132,107,3368324,31479,2022/6/4 11:50,"[('20240906', 87), ('20240907', 126), ('20240908', 117), ('20240909', 124), ('20240910', 97), ('20240911', 73), ('20240912', 99), ('20240913', 109), ('20240914', 85), ('20240915', 94), ('20240916', 75), ('20240917', 56), ('20240918', 109), ('20240919', 88)]",1,整体上升趋势
7.41593E+18,再婚夫妻相处之道,351,1,13870,13870,2024/9/18 10:54,"[('20240918', 221), ('20240919', 174)]",-47,整体下降趋势
1.64327E+15,抖音小助手我要上,129,4350,90558660,20818,2019/8/30 4:36,"[('20240906', 75), ('20240907', 83), ('20240908', 53), ('20240909', 40), ('20240910', 56), ('20240911', 56), ('20240912', 63), ('20240913', 62), ('20240914', 57), ('20240915', 88), ('20240916', 57), ('20240917', 79), ('20240918', 136), ('20240919', 42)]",-33,整体下降趋势
1.67633E+15,草根黎叔,721,638,99802969,156430,2020/8/29 5:09,"[('20240906', 719), ('20240907', 651), ('20240908', 791), ('20240909', 759), ('20240910', 530), ('20240911', 445), ('20240912', 458), ('20240913', 449), ('20240914', 495), ('20240915', 560), ('20240916', 422), ('20240917', 614), ('20240918', 405), ('20240919', 538)]",-181,整体下降趋势
7.4082E+18,夫妻道女性智慧,351,1,288605,288605,2024/8/28 14:52,"[('20240906', 46), ('20240907', 83), ('20240908', 103), ('20240909', 37), ('20240910', 36), ('20240911', 42), ('20240912', 35), ('20240913', 21), ('20240914', 21), ('20240915', 29), ('20240916', 66), ('20240917', 81), ('20240918', 119), ('20240919', 181)]",135,整体上升趋势
1.61151E+15,婚姻秘诀,126,7058,61442439,8705,2018/9/13 15:58,"[('20240906', 71), ('20240907', 56), ('20240908', 39), ('20240909', 39), ('20240910', 39), ('20240911', 22), ('20240912', 99), ('20240913', 72), ('20240914', 63), ('20240915', 36), ('20240915', 0), ('20240916', 24), ('20240916', 0), ('20240917', 24), ('20240918', 62), ('20240919', 84)]",13,整体上升趋势
1.60895E+15,男人的嘴,126,13041,350891295,26906,2018/8/16 11:24,"[('20240906', 159), ('20240907', 0), ('20240907', 148), ('20240908', 174), ('20240909', 213), ('20240910', 0), ('20240910', 118), ('20240911', 210), ('20240912', 99), ('20240913', 77), ('20240914', 64), ('20240915', 68), ('20240916', 50), ('20240917', 79), ('20240918', 0), ('20240918', 67), ('20240919', 70)]",-89,整体下降趋势
1.72725E+15,向上生命力,125,469,1713460,3653,2022/3/14 4:48,"[('20240906', 40), ('20240907', 57), ('20240908', 40), ('20240909', 66), ('20240910', 29), ('20240911', 0), ('20240911', 27), ('20240912', 74), ('20240913', 62), ('20240914', 55), ('20240915', 40), ('20240916', 76), ('20240917', 30), ('20240918', 44), ('20240919', 63)]",23,整体上升趋势
1.68339E+15,强势男人,125,59,3506205,59427,2020/11/15 3:07,"[('20240919', 30)]",0,无明显趋势变化
1.71937E+15,赛蜜一家人,125,39,1872821,48021,2021/12/17 4:27,"[('20240906', 65), ('20240907', 59), ('20240908', 71), ('20240909', 97), ('20240910', 90), ('20240911', 47), ('20240912', 65), ('20240913', 68), ('20240914', 75), ('20240915', 22), ('20240916', 66), ('20240917', 42), ('20240918', 54), ('20240919', 39)]",-26,整体下降趋势
1.62229E+15,渡边淳一,123,1818,36827267,20257,2019/1/10 15:02,"[('20240906', 63), ('20240907', 104), ('20240908', 87), ('20240909', 76), ('20240910', 70), ('20240911', 58), ('20240912', 37), ('20240912', 0), ('20240913', 47), ('20240914', 70), ('20240915', 0), ('20240915', 58), ('20240916', 47), ('20240917', 42), ('20240918', 41), ('20240919', 98)]",35,整体上升趋势
1.74257E+15,北大丹姐,122,701,13282336,18947,2022/8/30 8:20,"[('20240906', 73), ('20240907', 84), ('20240908', 90), ('20240909', 90), ('20240910', 40), ('20240911', 40), ('20240912', 85), ('20240913', 69), ('20240914', 85), ('20240915', 39), ('20240916', 72), ('20240917', 62), ('20240918', 111), ('20240919', 105)]",32,整体上升趋势
1.67319E+15,婆媳故事,120,10268,429485501,41827,2020/7/25 11:20,"[('20240906', 1507), ('20240907', 670), ('20240908', 322), ('20240909', 449), ('20240910', 157), ('20240911', 95), ('20240912', 151), ('20240913', 63), ('20240914', 94), ('20240915', 88), ('20240916', 101), ('20240917', 46), ('20240918', 119), ('20240919', 100)]",-1407,整体下降趋势
1.76296E+15,@冬哥说事儿,1356,4,9274464,2318616,2023/4/12 9:37,"[('20240906', 147), ('20240907', 110), ('20240908', 205), ('20240909', 92), ('20240910', 144), ('20240911', 192), ('20240912', 100), ('20240913', 321), ('20240914', 180), ('20240915', 239), ('20240916', 135), ('20240917', 299), ('20240918', 350), ('20240919', 256)]",109,整体上升趋势
7.4074E+18,君燕说,119,25,25509,1020,2024/8/26 10:54,"[('20240906', 151), ('20240907', 74), ('20240908', 106), ('20240909', 128), ('20240910', 106), ('20240911', 82), ('20240912', 151), ('20240913', 94), ('20240914', 82), ('20240915', 77), ('20240916', 58), ('20240917', 90), ('20240918', 59), ('20240919', 87)]",-64,整体下降趋势
1.77408E+15,@我是承佑吖,1356,4,9877168,2469292,2023/8/13 2:03,"[('20240906', 147), ('20240907', 110), ('20240908', 205), ('20240909', 92), ('20240910', 144), ('20240911', 192), ('20240912', 100), ('20240913', 321), ('20240914', 180), ('20240915', 239), ('20240916', 135), ('20240917', 299), ('20240918', 350), ('20240919', 256)]",109,整体上升趋势
1.66803E+15,生活感悟永远不要高估你在别人心里的位置,119,1535,3460906,2254,2020/5/29 14:01,"[('20240908', 23), ('20240909', 24), ('20240910', 233), ('20240911', 183), ('20240912', 88), ('20240913', 84), ('20240914', 67), ('20240915', 68), ('20240916', 60), ('20240917', 67), ('20240918', 57), ('20240919', 42)]",19,整体上升趋势
7.32249E+18,晚婚已成为普遍现象,117,850,11879202,13975,2024/1/10 15:15,"[('20240906', 33), ('20240907', 48), ('20240908', 40), ('20240909', 81), ('20240910', 59), ('20240911', 26), ('20240911', 0), ('20240912', 0), ('20240912', 33), ('20240913', 0), ('20240913', 32), ('20240914', 33), ('20240914', 0), ('20240915', 31), ('20240916', 27), ('20240917', 51), ('20240918', 32), ('20240919', 55)]",22,整体上升趋势
1.71941E+15,李靓蕾发文,117,3238,263021744,81229,2021/12/17 15:33,"[('20240906', 39), ('20240907', 47), ('20240908', 39), ('20240909', 56), ('20240910', 43), ('20240911', 0), ('20240911', 28), ('20240912', 21), ('20240913', 37), ('20240913', 0), ('20240914', 0), ('20240914', 66), ('20240915', 52), ('20240916', 53), ('20240917', 94), ('20240918', 71), ('20240919', 40)]",1,整体上升趋势
1.73549E+15,丁远时评,116,34,7414765,218081,2022/6/13 2:43,"[('20240906', 84), ('20240907', 112), ('20240908', 94), ('20240909', 72), ('20240910', 111), ('20240911', 64), ('20240912', 73), ('20240913', 93), ('20240914', 115), ('20240915', 40), ('20240916', 57), ('20240917', 109), ('20240918', 65), ('20240919', 56)]",-28,整体下降趋势
1.63583E+15,不沟通,116,868,3467470,3994,2019/6/9 3:28,"[('20240906', 35), ('20240907', 52), ('20240908', 59), ('20240909', 35), ('20240910', 42), ('20240911', 29), ('20240912', 72), ('20240913', 35), ('20240916', 35), ('20240917', 62), ('20240918', 53), ('20240919', 71)]",36,整体上升趋势
1.60372E+15,嫌麻烦,115,118,8905024,75466,2018/6/19 15:29,"[('20240906', 93), ('20240907', 88), ('20240908', 70), ('20240909', 74), ('20240910', 33), ('20240911', 95), ('20240912', 145), ('20240913', 50), ('20240914', 65), ('20240915', 50), ('20240916', 64), ('20240917', 41), ('20240918', 40), ('20240919', 40)]",-53,整体下降趋势
1.72085E+15,独库乐哥,115,821,45259100,55126,2022/1/2 13:37,"[('20240906', 174), ('20240907', 119), ('20240908', 104), ('20240909', 108), ('20240910', 118), ('20240911', 243), ('20240912', 118), ('20240913', 203), ('20240914', 160), ('20240915', 169), ('20240916', 165), ('20240917', 306), ('20240918', 78), ('20240919', 88)]",-86,整体下降趋势
1.61592E+15,热门情感,113,5586,55981589,10021,2018/11/1 7:54,"[('20240906', 40), ('20240907', 47), ('20240908', 56), ('20240909', 76), ('20240910', 63), ('20240911', 56), ('20240912', 41), ('20240913', 41), ('20240914', 76), ('20240915', 46), ('20240916', 46), ('20240917', 69), ('20240918', 39), ('20240919', 79)]",39,整体上升趋势
1.62678E+15,婚姻挽回修复,1033,10828,160364499,14810,2019/3/1 4:29,"[('20240906', 56), ('20240907', 22), ('20240908', 39), ('20240909', 40), ('20240910', 21), ('20240911', 94), ('20240912', 78), ('20240913', 21), ('20240914', 22), ('20240915', 45), ('20240916', 39), ('20240917', 21), ('20240917', 0), ('20240918', 918), ('20240919', 193)]",137,整体上升趋势
1.64338E+15,少言为贵,111,2756,7492024,2718,2019/8/31 12:07,"[('20240906', 85), ('20240907', 62), ('20240908', 49), ('20240909', 0), ('20240909', 55), ('20240910', 59), ('20240911', 64), ('20240912', 39), ('20240913', 40), ('20240914', 75), ('20240915', 53), ('20240915', 0), ('20240916', 0), ('20240916', 22), ('20240917', 55), ('20240917', 0), ('20240918', 0), ('20240918', 23), ('20240919', 46)]",-39,整体下降趋势
1.76479E+15,周太太杨韵冉,110,298,5635573,18911,2023/5/2 13:36,"[('20240906', 93), ('20240907', 139), ('20240908', 106), ('20240909', 130), ('20240910', 30), ('20240911', 109), ('20240912', 52), ('20240913', 148), ('20240914', 74), ('20240915', 21), ('20240916', 68), ('20240917', 74), ('20240918', 91), ('20240919', 81)]",-12,整体下降趋势
1.75477E+15,婆婆太偏心结局却让人感叹,109,279,13157743,47160,2023/1/11 23:13,"[('20240906', 47), ('20240907', 69), ('20240908', 81), ('20240909', 40), ('20240910', 40), ('20240911', 39), ('20240912', 22), ('20240912', 0), ('20240913', 109), ('20240914', 46), ('20240915', 29), ('20240916', 40), ('20240917', 0), ('20240917', 48), ('20240918', 47), ('20240919', 69)]",22,整体上升趋势
1.62228E+15,婚姻的本质,108,2554,21428343,8390,2019/1/10 14:07,"[('20240906', 138), ('20240907', 40), ('20240908', 22), ('20240909', 52), ('20240910', 63), ('20240911', 116), ('20240912', 40), ('20240913', 40), ('20240914', 66), ('20240915', 64), ('20240916', 0), ('20240916', 47), ('20240917', 59), ('20240918', 0), ('20240918', 39), ('20240919', 53)]",-85,整体下降趋势
1.67433E+15,齐梦,108,908,25590370,28183,2020/8/7 3:10,"[('20240906', 239), ('20240907', 190), ('20240908', 93), ('20240909', 143), ('20240910', 123), ('20240911', 237), ('20240912', 1256), ('20240913', 191), ('20240914', 139), ('20240915', 252), ('20240916', 136), ('20240917', 245), ('20240918', 243), ('20240919', 93)]",-146,整体下降趋势
1.69952E+15,女生为什么爱说分手,107,470,28830840,61342,2021/5/12 1:44,"[('20240906', 135), ('20240907', 46), ('20240908', 48), ('20240909', 52), ('20240910', 29), ('20240911', 53), ('20240912', 0), ('20240912', 49), ('20240913', 52), ('20240914', 59), ('20240915', 36), ('20240916', 47), ('20240917', 0), ('20240917', 23), ('20240918', 0), ('20240918', 29), ('20240919', 52)]",-83,整体下降趋势
1.72556E+15,明觉聊性格识人,107,295,2900673,9832,2022/2/23 12:28,"[('20240906', 68), ('20240907', 88), ('20240908', 146), ('20240909', 138), ('20240910', 94), ('20240911', 87), ('20240912', 72), ('20240913', 72), ('20240914', 102), ('20240915', 56), ('20240916', 102), ('20240917', 84), ('20240918', 99), ('20240919', 103)]",35,整体上升趋势
1.63305E+15,妈宝男老公,103,16368,164045686,10022,2019/5/9 11:15,"[('20240906', 102), ('20240907', 111), ('20240908', 61), ('20240909', 282), ('20240910', 59), ('20240911', 110), ('20240912', 72), ('20240913', 83), ('20240914', 41), ('20240915', 0), ('20240915', 43), ('20240916', 84), ('20240917', 40), ('20240918', 63), ('20240919', 71)]",-31,整体下降趋势
1.66322E+15,短婚未育,102,1145,9698632,8470,2020/4/6 11:55,"[('20240906', 56), ('20240907', 62), ('20240908', 56), ('20240909', 57), ('20240910', 45), ('20240911', 56), ('20240912', 87), ('20240913', 56), ('20240914', 63), ('20240915', 78), ('20240916', 75), ('20240917', 79), ('20240918', 73), ('20240919', 79)]",23,整体上升趋势
1.65087E+15,陈一筠,102,148,4162650,28126,2019/11/22 3:31,"[('20240906', 69), ('20240907', 39), ('20240908', 151), ('20240909', 29), ('20240910', 69), ('20240911', 56), ('20240912', 90), ('20240913', 29), ('20240914', 77), ('20240915', 90), ('20240916', 39), ('20240917', 21), ('20240918', 29), ('20240919', 75)]",6,整体上升趋势
1.757E+15,苏州同城相亲小技巧,101,143,9779913,68391,2023/2/5 13:13,"[('20240906', 144), ('20240907', 79), ('20240908', 89), ('20240909', 63), ('20240910', 99), ('20240911', 120), ('20240912', 62), ('20240913', 62), ('20240914', 21), ('20240915', 90), ('20240916', 77), ('20240917', 108), ('20240918', 115), ('20240919', 73)]",-71,整体下降趋势
1.67639E+15,婚姻的底线是什么,100,13820,134916822,9762,2020/8/29 21:03,"[('20240906', 40), ('20240907', 78), ('20240908', 29), ('20240908', 0), ('20240909', 53), ('20240910', 44), ('20240911', 84), ('20240912', 40), ('20240913', 57), ('20240914', 88), ('20240915', 44), ('20240916', 0), ('20240916', 40), ('20240917', 56), ('20240918', 63), ('20240919', 58)]",18,整体上升趋势
1.59964E+15,不闻不问,99,1666,18626849,11180,2018/5/5 16:01,"[('20240906', 22), ('20240907', 40), ('20240908', 40), ('20240909', 0), ('20240909', 22), ('20240910', 22), ('20240911', 22), ('20240912', 40), ('20240913', 22), ('20240914', 22), ('20240915', 22), ('20240916', 76), ('20240917', 40), ('20240918', 43), ('20240919', 69)]",47,整体上升趋势
1.71931E+15,三藏文化创富,98,180,43098054,239433,2021/12/16 13:32,"[('20240906', 100), ('20240907', 126), ('20240908', 40), ('20240909', 119), ('20240910', 116), ('20240911', 62), ('20240912', 21), ('20240913', 62), ('20240914', 56), ('20240915', 94), ('20240916', 87), ('20240917', 64), ('20240918', 84), ('20240919', 62)]",-38,整体下降趋势
